module,doctype,fieldname,label,fieldtype,pg_type,options,reqd,unique,index,read_only,default,fetch_from
Manufacturing,Manufacturing Settings,allow_production_on_holidays,Allow Production on Holidays,Check,smallint,,0,0,0,0,0,
Manufacturing,Manufacturing Settings,capacity_planning_for_days,Capacity Planning For (Days),Int,integer,,0,0,0,0,30,
Manufacturing,Manufacturing Settings,mins_between_operations,Time Between Operations (Mins),Int,integer,,0,0,0,0,,
Manufacturing,Manufacturing Settings,overproduction_percentage_for_sales_order,Overproduction Percentage For Sales Order,Percent,"numeric(21,9)",,0,0,0,0,,
Manufacturing,Manufacturing Settings,overproduction_percentage_for_work_order,Overproduction Percentage For Work Order,Percent,"numeric(21,9)",,0,0,0,0,,
Manufacturing,Manufacturing Settings,backflush_raw_materials_based_on,Backflush Raw Materials Based On,Select,varchar(140),BOM|Material Transferred for Manufacture,0,0,0,0,BOM,
Manufacturing,Manufacturing Settings,material_consumption,Allow Continuous Material Consumption,Check,smallint,,0,0,0,0,0,
Manufacturing,Manufacturing Settings,update_bom_costs_automatically,Update BOM Cost Automatically,Check,smallint,,0,0,0,0,0,
Manufacturing,Manufacturing Settings,disable_capacity_planning,Disable Capacity Planning,Check,smallint,,0,0,0,0,0,
Manufacturing,Manufacturing Settings,make_serial_no_batch_from_work_order,Make Serial No / Batch from Work Order,Check,smallint,,0,0,0,0,0,
Manufacturing,Manufacturing Settings,add_corrective_operation_cost_in_finished_good_valuation,Add Corrective Operation Cost in Finished Good Valuation,Check,smallint,,0,0,0,0,0,
Manufacturing,Manufacturing Settings,job_card_excess_transfer,Allow Excess Material Transfer,Check,smallint,,0,0,0,0,0,
Manufacturing,Manufacturing Settings,get_rm_cost_from_consumption_entry,Get Raw Materials Cost from Consumption Entry,Check,smallint,,0,0,0,0,0,
Manufacturing,Manufacturing Settings,validate_components_quantities_per_bom,Validate Components and Quantities Per BOM,Check,smallint,,0,0,0,0,0,
Manufacturing,Manufacturing Settings,enforce_time_logs,Enforce Time Logs,Check,smallint,,0,0,0,0,0,
Manufacturing,Manufacturing Settings,transfer_extra_materials_percentage,Transfer Extra Raw Materials to WIP (%),Percent,"numeric(21,9)",,0,0,0,0,,
Manufacturing,Manufacturing Settings,allow_editing_of_items_and_quantities_in_work_order,Allow Editing of Items and Quantities in Work Order,Check,smallint,,0,0,0,0,0,
Manufacturing,Manufacturing Settings,set_op_cost_and_secondary_items_from_sub_assemblies,Set Operating Cost / Secondary Items From Sub-assemblies,Check,smallint,,0,0,0,0,0,
Manufacturing,Master Production Schedule,company,Company,Link,varchar(140),Company,1,0,0,0,,
Manufacturing,Master Production Schedule,posting_date,Posting Date,Date,date,,1,0,0,0,Today,
Manufacturing,Master Production Schedule,naming_series,Naming Series,Select,varchar(140),MPS.YY.-.######,1,0,0,0,MPS.YY.-.######,
Manufacturing,Master Production Schedule,parent_warehouse,Parent Warehouse,Link,varchar(140),Warehouse,0,0,0,0,,
Manufacturing,Master Production Schedule,from_date,From Date,Date,date,,1,0,0,0,,
Manufacturing,Master Production Schedule,to_date,To Date,Date,date,,0,0,0,0,,
Manufacturing,Master Production Schedule,amended_from,Amended From,Link,varchar(140),Master Production Schedule,0,0,1,1,,
Manufacturing,Master Production Schedule,sales_forecast,Sales Forecast,Link,varchar(140),Sales Forecast,0,0,0,0,,
Manufacturing,Master Production Schedule Item,item_code,Item Code,Link,varchar(140),Item,0,0,0,1,,
Manufacturing,Master Production Schedule Item,warehouse,Warehouse,Link,varchar(140),Warehouse,0,0,0,1,,
Manufacturing,Master Production Schedule Item,delivery_date,Delivery Date,Date,date,,0,0,0,1,,
Manufacturing,Master Production Schedule Item,planned_qty,Planned Qty,Float,"numeric(21,9)",,0,0,0,0,,
Manufacturing,Master Production Schedule Item,order_release_date,Start Date,Date,date,,0,0,0,0,,
Manufacturing,Master Production Schedule Item,item_name,Item Name,Data,varchar(140),,0,0,0,1,,
Manufacturing,Master Production Schedule Item,bom_no,BOM No,Link,varchar(140),BOM,0,0,0,0,,
Manufacturing,Master Production Schedule Item,uom,UOM,Link,varchar(140),UOM,0,0,0,0,,
Manufacturing,Master Production Schedule Item,cumulative_lead_time,Lead Time,Int,integer,,0,0,0,1,,
Manufacturing,Material Request Plan Item,item_code,Item Code,Link,varchar(140),Item,1,0,1,0,,
Manufacturing,Material Request Plan Item,item_name,Item Name,Data,varchar(140),,0,0,0,0,,
Manufacturing,Material Request Plan Item,warehouse,For Warehouse,Link,varchar(140),Warehouse,1,0,1,0,,
Manufacturing,Material Request Plan Item,material_request_type,Type,Select,varchar(140),Purchase|Material Transfer|Material Issue|Manufacture|Subcontracting|Customer Provided,0,0,0,0,,
Manufacturing,Material Request Plan Item,quantity,Required Qty,Float,"numeric(21,9)",,1,0,0,0,,
Manufacturing,Material Request Plan Item,projected_qty,Projected Qty,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Material Request Plan Item,actual_qty,Qty In Stock,Float,"numeric(21,9)",,0,0,0,1,0,
Manufacturing,Material Request Plan Item,min_order_qty,Minimum Order Quantity,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Material Request Plan Item,sales_order,Sales Order,Link,varchar(140),Sales Order,0,0,0,1,,
Manufacturing,Material Request Plan Item,requested_qty,Requested Qty,Float,"numeric(21,9)",,0,0,0,1,0,
Manufacturing,Material Request Plan Item,description,Description,Text Editor,text,,0,0,0,0,,
Manufacturing,Material Request Plan Item,uom,UOM,Link,varchar(140),UOM,0,0,0,1,,
Manufacturing,Material Request Plan Item,from_warehouse,From Warehouse,Link,varchar(140),Warehouse,0,0,1,0,,
Manufacturing,Material Request Plan Item,safety_stock,Safety Stock,Float,"numeric(21,9)",,0,0,0,1,,item_code.safety_stock
Manufacturing,Material Request Plan Item,ordered_qty,Ordered Qty,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Material Request Plan Item,reserved_qty_for_production,Reserved Qty for Production,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Material Request Plan Item,required_bom_qty,Reqd Qty (BOM),Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Material Request Plan Item,conversion_factor,Conversion Factor,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Material Request Plan Item,schedule_date,Required By,Date,date,,0,0,0,0,,
Manufacturing,Material Request Plan Item,stock_reserved_qty,Stock Reserved Qty,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Material Request Plan Item,from_bom,From BOM,Link,varchar(140),BOM,0,0,0,1,,
Manufacturing,Material Request Plan Item,sub_assembly_item_reference,Sub Assembly Item Reference,Data,varchar(140),,0,0,0,1,,
Manufacturing,Material Request Plan Item,main_item_code,Main Item Code,Link,varchar(140),Item,0,0,0,1,,
Manufacturing,Operation,workstation,Default Workstation,Link,varchar(140),Workstation,0,0,0,0,,
Manufacturing,Operation,description,Description,Text,text,,0,0,0,0,,
Manufacturing,Operation,work_instruction,Work Instructions,Text Editor,text,,0,0,0,0,,
Manufacturing,Operation,total_operation_time,Total Operation Time,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Operation,batch_size,Batch Size,Int,integer,,0,0,0,0,1,
Manufacturing,Operation,create_job_card_based_on_batch_size,Create Job Card based on Batch Size,Check,smallint,,0,0,0,0,0,
Manufacturing,Operation,is_corrective_operation,Is Corrective Operation,Check,smallint,,0,0,0,0,0,
Manufacturing,Operation,quality_inspection_template,Quality Inspection Template,Link,varchar(140),Quality Inspection Template,0,0,0,0,,
Manufacturing,Plant Floor,floor_name,Floor Name,Data,varchar(140),,0,1,0,0,,
Manufacturing,Plant Floor,warehouse,Warehouse,Link,varchar(140),Warehouse,0,0,0,0,,
Manufacturing,Plant Floor,company,Company,Link,varchar(140),Company,0,0,0,0,,
Manufacturing,Production Plan,naming_series,Naming Series,Select,varchar(140),MFG-PP-.YYYY.-,1,0,0,0,,
Manufacturing,Production Plan,company,Company,Link,varchar(140),Company,1,0,0,0,,
Manufacturing,Production Plan,get_items_from,Get Items From,Select,varchar(140),Sales Order|Material Request,0,0,0,0,,
Manufacturing,Production Plan,posting_date,Posting Date,Date,date,,1,0,0,0,Today,
Manufacturing,Production Plan,item_code,Item Code,Link,varchar(140),Item,0,0,0,0,,
Manufacturing,Production Plan,customer,Customer,Link,varchar(140),Customer,0,0,0,0,,
Manufacturing,Production Plan,warehouse,Warehouse,Link,varchar(140),Warehouse,0,0,0,0,,
Manufacturing,Production Plan,project,Project,Link,varchar(140),Project,0,0,0,0,,
Manufacturing,Production Plan,from_date,From Date,Date,date,,0,0,0,0,,
Manufacturing,Production Plan,to_date,To Date,Date,date,,0,0,0,0,,
Manufacturing,Production Plan,include_non_stock_items,Include Non Stock Items,Check,smallint,,0,0,0,0,1,
Manufacturing,Production Plan,include_subcontracted_items,Include Subcontracted Items,Check,smallint,,0,0,0,0,1,
Manufacturing,Production Plan,ignore_existing_ordered_qty,Consider Projected Qty in Calculation (RM),Check,smallint,,0,0,0,0,1,
Manufacturing,Production Plan,total_planned_qty,Total Planned Qty,Float,"numeric(21,9)",,0,0,0,1,0,
Manufacturing,Production Plan,total_produced_qty,Total Produced Qty,Float,"numeric(21,9)",,0,0,0,1,0,
Manufacturing,Production Plan,status,Status,Select,varchar(140),Draft|Submitted|Not Started|In Process|Completed|Closed|Cancelled|Material Requested,0,0,1,1,Draft,
Manufacturing,Production Plan,amended_from,Amended From,Link,varchar(140),Production Plan,0,0,0,1,,
Manufacturing,Production Plan,for_warehouse,For Warehouse,Link,varchar(140),Warehouse,0,0,0,0,,
Manufacturing,Production Plan,raw_material_group_warehouse,Raw Material Group Warehouse,Link,varchar(140),Warehouse,0,0,0,0,,
Manufacturing,Production Plan,sales_order_status,Sales Order Status,Select,varchar(140),To Deliver and Bill|To Bill|To Deliver,0,0,0,0,,
Manufacturing,Production Plan,include_safety_stock,Include Safety Stock in Required Qty Calculation,Check,smallint,,0,0,0,0,0,
Manufacturing,Production Plan,combine_items,Consolidate Sales Order Items,Check,smallint,,0,0,0,0,0,
Manufacturing,Production Plan,from_delivery_date,From Delivery Date,Date,date,,0,0,0,0,,
Manufacturing,Production Plan,to_delivery_date,To Delivery Date,Date,date,,0,0,0,0,,
Manufacturing,Production Plan,combine_sub_items,Consolidate Sub Assembly Items,Check,smallint,,0,0,0,0,0,
Manufacturing,Production Plan,skip_available_sub_assembly_item,Consider Projected Qty in Calculation,Check,smallint,,0,0,0,0,1,
Manufacturing,Production Plan,sub_assembly_warehouse,Sub Assembly Warehouse,Link,varchar(140),Warehouse,0,0,0,0,,
Manufacturing,Production Plan,consider_minimum_order_qty,Consider Minimum Order Qty,Check,smallint,,0,0,0,0,0,
Manufacturing,Production Plan,reserve_stock,Reserve Stock,Check,smallint,,0,0,0,0,0,
Manufacturing,Production Plan Item,include_exploded_items,Include Exploded Items,Check,smallint,,0,0,0,0,1,
Manufacturing,Production Plan Item,item_code,Item Code,Link,varchar(140),Item,1,0,0,0,,
Manufacturing,Production Plan Item,bom_no,BOM No,Link,varchar(140),BOM,1,0,0,0,,
Manufacturing,Production Plan Item,planned_qty,Planned Qty,Float,"numeric(21,9)",,1,0,0,0,,
Manufacturing,Production Plan Item,warehouse,Finished Goods Warehouse,Link,varchar(140),Warehouse,0,0,0,0,,
Manufacturing,Production Plan Item,planned_start_date,Planned Start Date,Datetime,timestamp,,1,0,0,0,Today,
Manufacturing,Production Plan Item,pending_qty,Pending Qty,Float,"numeric(21,9)",,0,0,0,1,0,
Manufacturing,Production Plan Item,ordered_qty,Ordered Qty,Float,"numeric(21,9)",,0,0,0,1,0,
Manufacturing,Production Plan Item,produced_qty,Produced Qty,Float,"numeric(21,9)",,0,0,0,1,0,
Manufacturing,Production Plan Item,description,Description,Text Editor,text,,0,0,0,1,,
Manufacturing,Production Plan Item,stock_uom,UOM,Link,varchar(140),UOM,1,0,0,1,,
Manufacturing,Production Plan Item,sales_order,Sales Order,Link,varchar(140),Sales Order,0,0,0,1,,
Manufacturing,Production Plan Item,sales_order_item,Sales Order Item,Data,varchar(140),,0,0,0,0,,
Manufacturing,Production Plan Item,material_request,Material Request,Link,varchar(140),Material Request,0,0,0,1,,
Manufacturing,Production Plan Item,material_request_item,material_request_item,Data,varchar(140),,0,0,0,0,,
Manufacturing,Production Plan Item,product_bundle_item,Product Bundle Item,Link,varchar(140),Item,0,0,0,1,,
Manufacturing,Production Plan Item,item_reference,Item Reference,Data,varchar(140),,0,0,0,0,,
Manufacturing,Production Plan Item,temporary_name,temporary name,Data,varchar(140),,0,0,0,0,,
Manufacturing,Production Plan Item Reference,sales_order,Sales Order Reference,Link,varchar(140),Sales Order,0,0,0,0,,
Manufacturing,Production Plan Item Reference,sales_order_item,Sales Order Item,Data,varchar(140),,0,0,0,0,,
Manufacturing,Production Plan Item Reference,qty,Qty,Float,"numeric(21,9)",,0,0,0,0,,
Manufacturing,Production Plan Item Reference,item_reference,Item Reference,Data,varchar(140),,0,0,0,0,,
Manufacturing,Production Plan Material Request,material_request,Material Request,Link,varchar(140),Material Request,1,0,0,0,,
Manufacturing,Production Plan Material Request,material_request_date,Material Request Date,Date,date,,0,0,0,1,,material_request.transaction_date
Manufacturing,Production Plan Material Request Warehouse,warehouse,Warehouse,Link,varchar(140),Warehouse,0,0,0,0,,
Manufacturing,Production Plan Sales Order,sales_order,Sales Order,Link,varchar(140),Sales Order,1,0,0,0,,
Manufacturing,Production Plan Sales Order,sales_order_date,Sales Order Date,Date,date,,0,0,0,1,,
Manufacturing,Production Plan Sales Order,customer,Customer,Link,varchar(140),Customer,0,0,0,1,,
Manufacturing,Production Plan Sales Order,grand_total,Grand Total,Currency,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Production Plan Sales Order,status,Status,Data,varchar(140),,0,0,0,0,,
Manufacturing,Production Plan Sub Assembly Item,item_name,Item Name,Data,varchar(140),,0,0,0,1,,sub_assembly_item_code.item_name
Manufacturing,Production Plan Sub Assembly Item,qty,Qty to Order,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,purchase_order,Purchase Order,Link,varchar(140),Purchase Order,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,received_qty,Received Qty,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,bom_no,BOM No,Link,varchar(140),BOM,0,0,0,0,,
Manufacturing,Production Plan Sub Assembly Item,production_plan_item,Production Plan Item,Data,varchar(140),,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,parent_item_code,Finished Good,Link,varchar(140),Item,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,bom_level,Level (BOM),Int,integer,,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,uom,UOM,Link,varchar(140),UOM,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,stock_uom,Stock UOM,Link,varchar(140),UOM,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,description,description,Small Text,text,,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,production_item,Sub Assembly Item Code,Link,varchar(140),Item,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,indent,Indent,Int,integer,,0,0,0,0,,
Manufacturing,Production Plan Sub Assembly Item,fg_warehouse,Target Warehouse,Link,varchar(140),Warehouse,0,0,0,0,,
Manufacturing,Production Plan Sub Assembly Item,type_of_manufacturing,Manufacturing Type,Select,varchar(140),In House|Subcontract|Material Request,0,0,0,0,In House,
Manufacturing,Production Plan Sub Assembly Item,supplier,Supplier,Link,varchar(140),Supplier,0,0,0,0,,
Manufacturing,Production Plan Sub Assembly Item,schedule_date,Schedule Date,Datetime,timestamp,,0,0,0,0,,
Manufacturing,Production Plan Sub Assembly Item,actual_qty,Actual Qty,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,projected_qty,Projected Qty,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,wo_produced_qty,Produced Qty,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,required_qty,Required Qty,Float,"numeric(21,9)",,0,0,0,0,,
Manufacturing,Production Plan Sub Assembly Item,stock_reserved_qty,Stock Reserved Qty,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,ordered_qty,Ordered Qty,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,sales_order,Sales Order,Link,varchar(140),Sales Order,0,0,0,1,,
Manufacturing,Production Plan Sub Assembly Item,sales_order_item,Sales Order Item,Data,varchar(140),,0,0,0,0,,
Manufacturing,Routing,routing_name,Routing Name,Data,varchar(140),,0,1,0,0,,
Manufacturing,Routing,disabled,Disabled,Check,smallint,,0,0,0,0,0,
Manufacturing,Sales Forecast,naming_series,Naming Series,Select,varchar(140),SF.YY.-.######,1,0,0,0,SF.YY.-.######,
Manufacturing,Sales Forecast,company,Company,Link,varchar(140),Company,1,0,0,0,,
Manufacturing,Sales Forecast,posting_date,Posting Date,Date,date,,0,0,0,0,Today,
Manufacturing,Sales Forecast,parent_warehouse,Parent Warehouse,Link,varchar(140),Warehouse,1,0,0,0,,
Manufacturing,Sales Forecast,from_date,From Date,Date,date,,1,0,0,0,Today,
Manufacturing,Sales Forecast,amended_from,Amended From,Link,varchar(140),Sales Forecast,0,0,1,1,,
Manufacturing,Sales Forecast,demand_number,Number of Weeks / Months,Int,integer,,1,0,0,0,6,
Manufacturing,Sales Forecast,status,Status,Select,varchar(140),Planned|MPS Generated|Cancelled,0,0,0,1,,
Manufacturing,Sales Forecast,frequency,Frequency,Select,varchar(140),Weekly|Monthly,1,0,0,0,Monthly,
Manufacturing,Sales Forecast Item,item_code,Item Code,Link,varchar(140),Item,1,0,0,1,,
Manufacturing,Sales Forecast Item,item_name,Item Name,Data,varchar(140),,0,0,0,1,,item_code.item_name
Manufacturing,Sales Forecast Item,uom,UOM,Link,varchar(140),UOM,0,0,0,1,,item_code.sales_uom
Manufacturing,Sales Forecast Item,delivery_date,Delivery Date,Date,date,,0,0,0,1,,
Manufacturing,Sales Forecast Item,demand_qty,Demand Qty,Float,"numeric(21,9)",,1,0,0,0,,
Manufacturing,Sales Forecast Item,warehouse,Warehouse,Link,varchar(140),Warehouse,0,0,0,1,,
Manufacturing,Sub Operation,operation,Operation,Link,varchar(140),Operation,1,0,0,0,,
Manufacturing,Sub Operation,time_in_mins,Operation Time,Float,"numeric(21,9)",,0,0,0,0,0,
Manufacturing,Sub Operation,description,Description,Small Text,text,,0,0,0,0,,
Manufacturing,Work Order,naming_series,Series,Select,varchar(140),MFG-WO-.YYYY.-,1,0,0,0,,
Manufacturing,Work Order,status,Status,Select,varchar(140),Draft|Submitted|Not Started|In Process|Stock Reserved|Stock Partially Reserved|Completed|Stopped|Closed|Cancelled,1,0,1,1,Draft,
Manufacturing,Work Order,production_item,Item To Manufacture,Link,varchar(140),Item,1,0,0,0,,
Manufacturing,Work Order,item_name,Item Name,Data,varchar(140),,0,0,0,1,,production_item.item_name
Manufacturing,Work Order,image,Image,Attach Image,text,image,0,0,0,1,,production_item.image
Manufacturing,Work Order,bom_no,BOM No,Link,varchar(140),BOM,1,0,0,0,,
Manufacturing,Work Order,allow_alternative_item,Allow Alternative Item,Check,smallint,,0,0,0,0,0,
Manufacturing,Work Order,use_multi_level_bom,Use Multi-Level BOM,Check,smallint,,0,0,0,0,1,
Manufacturing,Work Order,skip_transfer,Skip Material Transfer to WIP Warehouse,Check,smallint,,0,0,0,0,0,
Manufacturing,Work Order,company,Company,Link,varchar(140),Company,1,0,0,0,,
Manufacturing,Work Order,qty,Qty To Manufacture,Float,"numeric(21,9)",,1,0,0,0,1.0,
Manufacturing,Work Order,material_transferred_for_manufacturing,Material Transferred for Manufacturing,Float,"numeric(21,9)",,0,0,0,1,0,
Manufacturing,Work Order,produced_qty,Manufactured Qty,Float,"numeric(21,9)",,0,0,0,1,0,
Manufacturing,Work Order,sales_order,Sales Order,Link,varchar(140),Sales Order,0,0,0,0,,
Manufacturing,Work Order,project,Project,Link,varchar(140),Project,0,0,0,0,,
Manufacturing,Work Order,from_wip_warehouse,Backflush Raw Materials From Work-in-Progress Warehouse,Check,smallint,,0,0,0,0,0,
Manufacturing,Work Order,wip_warehouse,Work-in-Progress Warehouse,Link,varchar(140),Warehouse,0,0,0,0,,
Manufacturing,Work Order,fg_warehouse,Target Warehouse,Link,varchar(140),Warehouse,0,0,0,0,,
Manufacturing,Work Order,scrap_warehouse,Scrap Warehouse,Link,varchar(140),Warehouse,0,0,0,0,,
Manufacturing,Work Order,planned_start_date,Planned Start Date,Datetime,timestamp,,1,0,0,0,now,
Manufacturing,Work Order,actual_start_date,Actual Start Date,Datetime,timestamp,,0,0,0,0,,
Manufacturing,Work Order,planned_end_date,Planned End Date,Datetime,timestamp,,0,0,0,0,,
Manufacturing,Work Order,actual_end_date,Actual End Date,Datetime,timestamp,,0,0,0,0,,
Manufacturing,Work Order,expected_delivery_date,Expected Delivery Date,Date,date,,0,0,0,0,,
Manufacturing,Work Order,transfer_material_against,Transfer Material Against,Select,varchar(140),Work Order|Job Card,0,0,0,0,,bom_no.transfer_material_against
Manufacturing,Work Order,planned_operating_cost,Planned Operating Cost,Currency,"numeric(21,9)",Company:company:default_currency,0,0,0,1,,
Manufacturing,Work Order,actual_operating_cost,Actual Operating Cost,Currency,"numeric(21,9)",Company:company:default_currency,0,0,0,1,,
Manufacturing,Work Order,additional_operating_cost,Additional Operating Cost,Currency,"numeric(21,9)",Company:company:default_currency,0,0,0,0,,
Manufacturing,Work Order,total_operating_cost,Total Operating Cost,Currency,"numeric(21,9)",Company:company:default_currency,0,0,0,1,,
Manufacturing,Work Order,description,Item Description,Small Text,text,,0,0,0,1,,
Manufacturing,Work Order,stock_uom,Stock UOM,Link,varchar(140),UOM,0,0,0,1,,production_item.stock_uom
Manufacturing,Work Order,material_request,Material Request,Link,varchar(140),Material Request,0,0,0,1,,
Manufacturing,Work Order,material_request_item,Material Request Item,Data,varchar(140),,0,0,0,1,,
Manufacturing,Work Order,sales_order_item,Sales Order Item,Data,varchar(140),,0,0,0,1,,
Manufacturing,Work Order,production_plan,Production Plan,Link,varchar(140),Production Plan,0,0,1,1,,
Manufacturing,Work Order,production_plan_item,Production Plan Item,Data,varchar(140),,0,0,0,1,,
Manufacturing,Work Order,product_bundle_item,Product Bundle Item,Link,varchar(140),Item,0,0,0,1,,
Manufacturing,Work Order,amended_from,Amended From,Link,varchar(140),Work Order,0,0,0,1,,
Manufacturing,Work Order,update_consumed_material_cost_in_project,Update Consumed Material Cost In Project,Check,smallint,,0,0,0,0,1,
Manufacturing,Work Order,source_warehouse,Source Warehouse,Link,varchar(140),Warehouse,0,0,0,0,,
Manufacturing,Work Order,lead_time,Lead Time,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Work Order,has_serial_no,Has Serial No,Check,smallint,,0,0,0,1,0,production_item.has_serial_no
Manufacturing,Work Order,has_batch_no,Has Batch No,Check,smallint,,0,0,0,1,0,production_item.has_batch_no
Manufacturing,Work Order,batch_size,Batch Size,Float,"numeric(21,9)",,0,0,0,0,0,
Manufacturing,Work Order,corrective_operation_cost,Corrective Operation Cost,Currency,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Work Order,production_plan_sub_assembly_item,Production Plan Sub Assembly Item,Data,varchar(140),,0,0,0,1,,
Manufacturing,Work Order,process_loss_qty,Process Loss Qty,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Work Order,track_semi_finished_goods,Track Semi Finished Goods,Check,smallint,,0,0,0,1,0,bom_no.track_semi_finished_goods
Manufacturing,Work Order,reserve_stock,Reserve Stock,Check,smallint,,0,0,0,0,0,
Manufacturing,Work Order,disassembled_qty,Disassembled Qty,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Work Order,mps,MPS,Link,varchar(140),Master Production Schedule,0,0,0,1,,
Manufacturing,Work Order,additional_transferred_qty,Additional Transferred Qty,Float,"numeric(21,9)",,0,0,0,1,0,
Manufacturing,Work Order,subcontracting_inward_order,Subcontracting Inward Order,Link,varchar(140),Subcontracting Inward Order,0,0,0,1,,
Manufacturing,Work Order,subcontracting_inward_order_item,Subcontracting Inward Order Item,Data,varchar(140),,0,0,0,1,,
Manufacturing,Work Order,max_producible_qty,Max Producible Qty,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Work Order Additional Item,item_code,Item Code,Link,varchar(140),Item,0,0,0,0,,
Manufacturing,Work Order Additional Item,secondary_item_type,Type,Data,varchar(140),,0,0,0,0,,
Manufacturing,Work Order Additional Item,qty,Qty,Float,"numeric(21,9)",,0,0,0,0,,
Manufacturing,Work Order Additional Item,uom,UOM,Link,varchar(140),UOM,0,0,0,0,,
Manufacturing,Work Order Additional Item,amount,Amount,Currency,"numeric(21,9)",,0,0,0,0,,
Manufacturing,Work Order Additional Item,rate,Rate,Currency,"numeric(21,9)",,0,0,0,0,,
Manufacturing,Work Order Item,operation,Operation,Link,varchar(140),Operation,0,0,0,0,,
Manufacturing,Work Order Item,item_code,Item Code,Link,varchar(140),Item,0,0,1,0,,
Manufacturing,Work Order Item,source_warehouse,Source Warehouse,Link,varchar(140),Warehouse,0,0,0,0,,
Manufacturing,Work Order Item,item_name,Item Name,Data,varchar(140),,0,0,0,1,,
Manufacturing,Work Order Item,description,Description,Text,text,,0,0,0,1,,
Manufacturing,Work Order Item,required_qty,Required Qty,Float,"numeric(21,9)",,0,0,0,0,,
Manufacturing,Work Order Item,transferred_qty,Transferred Qty,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Work Order Item,allow_alternative_item,Allow Alternative Item,Check,smallint,,0,0,0,0,0,
Manufacturing,Work Order Item,include_item_in_manufacturing,Include Item In Manufacturing,Check,smallint,,0,0,0,0,0,
Manufacturing,Work Order Item,consumed_qty,Consumed Qty,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Work Order Item,available_qty_at_source_warehouse,Available Qty at Source Warehouse,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Work Order Item,available_qty_at_wip_warehouse,Available Qty at WIP Warehouse,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Work Order Item,rate,Rate,Currency,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Work Order Item,amount,Amount,Currency,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Work Order Item,returned_qty,Returned Qty ,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Work Order Item,operation_row_id,Operation Row Id,Int,integer,,0,0,0,1,,
Manufacturing,Work Order Item,stock_uom,Stock UOM,Link,varchar(140),UOM,0,0,0,1,,item_code.stock_uom
Manufacturing,Work Order Item,stock_reserved_qty,Stock Reserved Qty,Float,"numeric(21,9)",,0,0,0,1,,
Manufacturing,Work Order Item,is_additional_item,Is Additional Item,Check,smallint,,0,0,0,1,0,
Manufacturing,Work Order Item,voucher_detail_reference,Voucher Detail Reference,Data,varchar(140),,0,0,0,1,,
Manufacturing,Work Order Item,is_customer_provided_item,Is Customer Provided Item,Check,smallint,,0,0,0,1,0,item_code.is_customer_provided_item
Manufacturing,Work Order Operation,operation,Operation,Link,varchar(140),Operation,1,0,0,0,,
Manufacturing,Work Order Operation,bom,BOM,Link,varchar(140),BOM,0,0,0,0,,
Manufacturing,Work Order Operation,description,Operation Description,Text Editor,text,,0,0,0,0,,
Manufacturing,Work Order Operation,completed_qty,Completed Qty,Float,"numeric(21,9)",,0,0,0,0,,
Manufacturing,Work Order Operation,status,Status,Select,varchar(140),Pending|Work in Progress|Completed,0,0,0,0,Pending,
Manufacturing,Work Order Operation,workstation,Workstation,Link,varchar(140),Workstation,0,0,0,0,,
