module,doctype,fieldname,label,fieldtype,pg_type,options,reqd,unique,index,read_only,default,fetch_from
Accounts,POS Invoice Item,service_end_date,Service End Date,Date,date,,0,0,0,0,,
Accounts,POS Invoice Item,weight_per_unit,Weight Per Unit,Float,"numeric(21,9)",,0,0,0,1,,
Accounts,POS Invoice Item,total_weight,Total Weight,Float,"numeric(21,9)",,0,0,0,1,,
Accounts,POS Invoice Item,weight_uom,Weight UOM,Link,varchar(140),UOM,0,0,0,1,,
Accounts,POS Invoice Item,warehouse,Warehouse,Link,varchar(140),Warehouse,0,0,0,0,,
Accounts,POS Invoice Item,target_warehouse,Customer Warehouse (Optional),Link,varchar(140),Warehouse,0,0,0,0,,
Accounts,POS Invoice Item,quality_inspection,Quality Inspection,Link,varchar(140),Quality Inspection,0,0,0,0,,
Accounts,POS Invoice Item,batch_no,Batch No,Link,varchar(140),Batch,0,0,0,0,,
Accounts,POS Invoice Item,allow_zero_valuation_rate,Allow Zero Valuation Rate,Check,smallint,,0,0,0,0,0,
Accounts,POS Invoice Item,serial_no,Serial No,Text,text,,0,0,0,0,,
Accounts,POS Invoice Item,item_tax_rate,Item Tax Rate,Small Text,text,,0,0,0,1,,
Accounts,POS Invoice Item,actual_batch_qty,Available Batch Qty at Warehouse,Float,"numeric(21,9)",,0,0,0,1,,
Accounts,POS Invoice Item,actual_qty,Available Qty at Warehouse,Float,"numeric(21,9)",,0,0,0,1,,
Accounts,POS Invoice Item,sales_order,Sales Order,Link,varchar(140),Sales Order,0,0,1,1,,
Accounts,POS Invoice Item,so_detail,Sales Order Item,Data,varchar(140),,0,0,1,1,,
Accounts,POS Invoice Item,delivery_note,Delivery Note,Link,varchar(140),Delivery Note,0,0,1,1,,
Accounts,POS Invoice Item,dn_detail,Delivery Note Item,Data,varchar(140),,0,0,1,1,,
Accounts,POS Invoice Item,delivered_qty,Delivered Qty,Float,"numeric(21,9)",,0,0,0,1,,
Accounts,POS Invoice Item,cost_center,Cost Center,Link,varchar(140),Cost Center,1,0,0,0,:Company,
Accounts,POS Invoice Item,page_break,Page Break,Check,smallint,,0,0,0,0,0,
Accounts,POS Invoice Item,project,Project,Link,varchar(140),Project,0,0,0,0,,
Accounts,POS Invoice Item,pos_invoice_item,POS Invoice Item,Data,varchar(140),,0,0,0,1,,
Accounts,POS Invoice Item,grant_commission,Grant Commission,Check,smallint,,0,0,0,1,0,item_code.grant_commission
Accounts,POS Invoice Item,has_item_scanned,Has Item Scanned,Check,smallint,,0,0,0,1,0,
Accounts,POS Invoice Item,serial_and_batch_bundle,Serial and Batch Bundle,Link,varchar(140),Serial and Batch Bundle,0,0,0,0,,
Accounts,POS Invoice Item,use_serial_batch_fields,Use Serial No / Batch Fields,Check,smallint,,0,0,0,0,0,
Accounts,POS Invoice Item,distributed_discount_amount,Distributed Discount Amount,Currency,"numeric(21,9)",currency,0,0,0,0,,
Accounts,POS Invoice Merge Log,posting_date,Posting Date,Date,date,,1,0,0,0,,
Accounts,POS Invoice Merge Log,customer,Customer,Link,varchar(140),Customer,1,0,0,0,,
Accounts,POS Invoice Merge Log,amended_from,Amended From,Link,varchar(140),POS Invoice Merge Log,0,0,0,1,,
Accounts,POS Invoice Merge Log,consolidated_invoice,Consolidated Sales Invoice,Link,varchar(140),Sales Invoice,0,0,0,1,,
Accounts,POS Invoice Merge Log,consolidated_credit_note,Consolidated Credit Note,Link,varchar(140),Sales Invoice,0,0,0,1,,
Accounts,POS Invoice Merge Log,pos_closing_entry,POS Closing Entry,Link,varchar(140),POS Closing Entry,0,0,0,0,,
Accounts,POS Invoice Merge Log,merge_invoices_based_on,Merge Invoices Based On,Select,varchar(140),Customer|Customer Group,1,0,0,0,,
Accounts,POS Invoice Merge Log,customer_group,Customer Group,Link,varchar(140),Customer Group,0,0,0,0,,
Accounts,POS Invoice Merge Log,posting_time,Posting Time,Time,time(6),,1,0,0,0,,
Accounts,POS Invoice Merge Log,company,Company,Link,varchar(140),Company,1,0,0,0,,
Accounts,POS Invoice Reference,pos_invoice,POS Invoice,Link,varchar(140),POS Invoice,1,0,0,0,,
Accounts,POS Invoice Reference,customer,Customer,Link,varchar(140),Customer,1,0,0,1,,pos_invoice.customer
Accounts,POS Invoice Reference,posting_date,Date,Date,date,,1,0,0,0,,pos_invoice.posting_date
Accounts,POS Invoice Reference,grand_total,Amount,Currency,"numeric(21,9)",,1,0,0,0,,pos_invoice.grand_total
Accounts,POS Invoice Reference,is_return,Is Return,Check,smallint,,0,0,0,1,0,pos_invoice.is_return
Accounts,POS Invoice Reference,return_against,Return Against,Link,varchar(140),POS Invoice,0,0,0,1,,pos_invoice.return_against
Accounts,POS Item Group,item_group,Item Group,Link,varchar(140),Item Group,1,0,0,0,,
Accounts,POS Opening Entry,period_start_date,Period Start Date,Datetime,timestamp,,1,0,0,0,,
Accounts,POS Opening Entry,period_end_date,Period End Date,Date,date,,0,0,0,1,,
Accounts,POS Opening Entry,posting_date,Posting Date,Date,date,,1,0,0,0,Today,
Accounts,POS Opening Entry,company,Company,Link,varchar(140),Company,1,0,0,0,,
Accounts,POS Opening Entry,pos_profile,POS Profile,Link,varchar(140),POS Profile,1,0,0,0,,
Accounts,POS Opening Entry,user,Cashier,Link,varchar(140),User,1,0,0,0,,
Accounts,POS Opening Entry,amended_from,Amended From,Link,varchar(140),POS Opening Entry,0,0,0,1,,
Accounts,POS Opening Entry,set_posting_date,Set Posting Date,Check,smallint,,0,0,0,0,0,
Accounts,POS Opening Entry,status,Status,Select,varchar(140),Draft|Open|Closed|Cancelled,0,0,0,1,Draft,
Accounts,POS Opening Entry,pos_closing_entry,POS Closing Entry,Data,varchar(140),,0,0,0,1,,
Accounts,POS Opening Entry Detail,mode_of_payment,Mode of Payment,Link,varchar(140),Mode of Payment,1,0,0,0,,
Accounts,POS Opening Entry Detail,opening_amount,Opening Amount,Currency,"numeric(21,9)",company:company_currency,1,0,0,0,0,
Accounts,POS Payment Method,default,Default,Check,smallint,,0,0,0,0,0,
Accounts,POS Payment Method,mode_of_payment,Mode of Payment,Link,varchar(140),Mode of Payment,1,0,0,0,,
Accounts,POS Payment Method,allow_in_returns,Allow In Returns,Check,smallint,,0,0,0,0,0,
Accounts,POS Profile,disabled,Disabled,Check,smallint,,0,0,0,0,0,
Accounts,POS Profile,customer,Customer,Link,varchar(140),Customer,0,0,0,0,,
Accounts,POS Profile,company,Company,Link,varchar(140),Company,1,0,0,0,,
Accounts,POS Profile,country,Country,Read Only,varchar(140),,0,0,0,0,,company.country
Accounts,POS Profile,company_address,Company Address,Link,varchar(140),Address,0,0,0,0,,
Accounts,POS Profile,letter_head,Letter Head,Link,varchar(140),Letter Head,0,0,0,0,,
Accounts,POS Profile,tc_name,Terms and Conditions,Link,varchar(140),Terms and Conditions,0,0,0,0,,
Accounts,POS Profile,select_print_heading,Print Heading,Link,varchar(140),Print Heading,0,0,0,0,,
Accounts,POS Profile,selling_price_list,Price List,Link,varchar(140),Price List,0,0,0,0,,
Accounts,POS Profile,currency,Currency,Link,varchar(140),Currency,1,0,0,0,,
Accounts,POS Profile,write_off_account,Write Off Account,Link,varchar(140),Account,1,0,0,0,,
Accounts,POS Profile,write_off_cost_center,Write Off Cost Center,Link,varchar(140),Cost Center,1,0,0,0,,
Accounts,POS Profile,account_for_change_amount,Account for Change Amount,Link,varchar(140),Account,0,0,0,0,,
Accounts,POS Profile,income_account,Income Account,Link,varchar(140),Account,0,0,0,0,,
Accounts,POS Profile,expense_account,Expense Account,Link,varchar(140),Account,0,0,0,0,,
Accounts,POS Profile,cost_center,Cost Center,Link,varchar(140),Cost Center,0,0,0,0,,
Accounts,POS Profile,taxes_and_charges,Taxes and Charges,Link,varchar(140),Sales Taxes and Charges Template,0,0,0,0,,
Accounts,POS Profile,apply_discount_on,Apply Discount On,Select,varchar(140),Grand Total|Net Total,0,0,0,0,Grand Total,
Accounts,POS Profile,tax_category,Tax Category,Link,varchar(140),Tax Category,0,0,0,0,,
Accounts,POS Profile,print_format,Print Format,Link,varchar(140),Print Format,0,0,0,0,,
Accounts,POS Profile,warehouse,Warehouse,Link,varchar(140),Warehouse,1,0,0,0,,
Accounts,POS Profile,ignore_pricing_rule,Ignore Pricing Rule,Check,smallint,,0,0,0,0,0,
Accounts,POS Profile,update_stock,Update Stock,Check,smallint,,0,0,0,1,1,
Accounts,POS Profile,hide_unavailable_items,Hide Unavailable Items,Check,smallint,,0,0,0,0,0,
Accounts,POS Profile,hide_images,Hide Images,Check,smallint,,0,0,0,0,0,
Accounts,POS Profile,auto_add_item_to_cart,Automatically Add Filtered Item To Cart,Check,smallint,,0,0,0,0,0,
Accounts,POS Profile,allow_rate_change,Allow User to Edit Rate,Check,smallint,,0,0,0,0,0,
Accounts,POS Profile,allow_discount_change,Allow User to Edit Discount,Check,smallint,,0,0,0,0,0,
Accounts,POS Profile,validate_stock_on_save,Validate Stock on Save,Check,smallint,,0,0,0,0,0,
Accounts,POS Profile,write_off_limit,Write Off Limit,Currency,"numeric(21,9)",,1,0,0,0,1,
Accounts,POS Profile,disable_rounded_total,Disable Rounded Total,Check,smallint,,0,0,0,0,0,
Accounts,POS Profile,utm_campaign,Campaign,Link,varchar(140),UTM Campaign,0,0,0,0,,
Accounts,POS Profile,utm_source,Source,Link,varchar(140),UTM Source,0,0,0,0,,
Accounts,POS Profile,utm_medium,Medium,Link,varchar(140),UTM Campaign,0,0,0,0,,
Accounts,POS Profile,print_receipt_on_order_complete,Print Receipt on Order Complete,Check,smallint,,0,0,0,0,0,
Accounts,POS Profile,project,Project,Link,varchar(140),Project,0,0,0,0,,
Accounts,POS Profile,set_grand_total_to_default_mop,Set Grand Total to Default Payment Method,Check,smallint,,0,0,0,0,1,
Accounts,POS Profile,action_on_new_invoice,Action on New Invoice,Select,varchar(140),Always Ask|Save Changes and Load New Invoice|Discard Changes and Load New Invoice,0,0,0,0,Always Ask,
Accounts,POS Profile,allow_partial_payment,Allow Partial Payment,Check,smallint,,0,0,0,0,0,
Accounts,POS Profile,allow_warehouse_change,Allow User to Edit Warehouse,Check,smallint,,0,0,0,0,0,
Accounts,POS Profile User,default,Default,Check,smallint,,0,0,0,0,0,
Accounts,POS Profile User,user,User,Link,varchar(140),User,0,0,0,0,,
Accounts,POS Search Fields,fieldname,Fieldname,Data,varchar(140),,0,0,0,0,,
Accounts,POS Search Fields,field,Field,Select,varchar(140),,1,0,0,0,,
Accounts,POS Settings,invoice_type,Invoice Type Created via POS Screen,Select,varchar(140),Sales Invoice|POS Invoice,0,0,0,0,Sales Invoice,
Accounts,POS Settings,post_change_gl_entries,Create Ledger Entries for Change Amount,Check,smallint,1,0,0,0,0,0,
Accounts,PSOA Cost Center,cost_center_name,Cost Center,Link,varchar(140),Cost Center,1,0,0,0,,
Accounts,PSOA Project,project_name,Project,Link,varchar(140),Project,0,0,0,0,,
Accounts,Party Account,company,Company,Link,varchar(140),Company,1,0,0,0,,
Accounts,Party Account,account,Default Account,Link,varchar(140),Account,0,0,0,0,,
Accounts,Party Account,advance_account,Advance Account,Link,varchar(140),Account,0,0,0,0,,
Accounts,Party Link,primary_role,Primary Role,Link,varchar(140),DocType,1,0,0,0,,
Accounts,Party Link,secondary_role,Secondary Role,Link,varchar(140),DocType,0,0,0,0,,
Accounts,Party Link,primary_party,Primary Party,Dynamic Link,varchar(140),primary_role,0,0,0,0,,
Accounts,Party Link,secondary_party,Secondary Party,Dynamic Link,varchar(140),secondary_role,0,0,0,0,,
Accounts,Payment Entry,naming_series,Series,Select,varchar(140),ACC-PAY-.YYYY.-,1,0,0,0,,
Accounts,Payment Entry,payment_type,Payment Type,Select,varchar(140),Receive|Pay|Internal Transfer,1,0,0,0,,
Accounts,Payment Entry,posting_date,Posting Date,Date,date,,1,0,0,0,Today,
Accounts,Payment Entry,company,Company,Link,varchar(140),Company,1,0,0,0,,
Accounts,Payment Entry,cost_center,Cost Center,Link,varchar(140),Cost Center,0,0,0,0,,
Accounts,Payment Entry,mode_of_payment,Mode of Payment,Link,varchar(140),Mode of Payment,0,0,0,0,,
Accounts,Payment Entry,party_type,Party Type,Link,varchar(140),DocType,0,0,1,0,,
Accounts,Payment Entry,party,Party,Dynamic Link,varchar(140),party_type,0,0,0,0,,
Accounts,Payment Entry,party_name,Party Name,Data,varchar(140),,0,0,0,0,,
Accounts,Payment Entry,contact_person,Contact,Link,varchar(140),Contact,0,0,0,0,,
Accounts,Payment Entry,contact_email,Email,Data,varchar(140),Email,0,0,0,1,,
Accounts,Payment Entry,paid_from,Account Paid From,Link,varchar(140),Account,1,0,0,0,,
Accounts,Payment Entry,paid_from_account_currency,Account Currency (From),Link,varchar(140),Currency,1,0,0,1,,
Accounts,Payment Entry,paid_to,Account Paid To,Link,varchar(140),Account,1,0,0,0,,
Accounts,Payment Entry,paid_to_account_currency,Account Currency (To),Link,varchar(140),Currency,1,0,0,1,,
Accounts,Payment Entry,paid_amount,Paid Amount,Currency,"numeric(21,9)",paid_from_account_currency,1,0,0,0,,
Accounts,Payment Entry,source_exchange_rate,Source Exchange Rate,Float,"numeric(21,9)",,1,0,0,0,,
Accounts,Payment Entry,base_paid_amount,Paid Amount (Company Currency),Currency,"numeric(21,9)",Company:company:default_currency,1,0,0,1,,
Accounts,Payment Entry,received_amount,Received Amount,Currency,"numeric(21,9)",paid_to_account_currency,1,0,0,0,,
Accounts,Payment Entry,target_exchange_rate,Target Exchange Rate,Float,"numeric(21,9)",,1,0,0,0,,
Accounts,Payment Entry,base_received_amount,Received Amount (Company Currency),Currency,"numeric(21,9)",Company:company:default_currency,1,0,0,1,,
Accounts,Payment Entry,total_allocated_amount,Total Allocated Amount,Currency,"numeric(21,9)",,0,0,0,1,,
Accounts,Payment Entry,base_total_allocated_amount,Total Allocated Amount (Company Currency),Currency,"numeric(21,9)",Company:company:default_currency,0,0,0,1,,
Accounts,Payment Entry,unallocated_amount,Unallocated Amount,Currency,"numeric(21,9)",,0,0,0,0,,
Accounts,Payment Entry,difference_amount,Difference Amount (Company Currency),Currency,"numeric(21,9)",Company:company:default_currency,0,0,0,1,,
Accounts,Payment Entry,reference_no,Cheque/Reference No,Data,varchar(140),,0,0,0,0,,
Accounts,Payment Entry,reference_date,Cheque/Reference Date,Date,date,,0,0,1,0,,
Accounts,Payment Entry,clearance_date,Clearance Date,Date,date,,0,0,0,1,,
Accounts,Payment Entry,project,Project,Link,varchar(140),Project,0,0,0,0,,
Accounts,Payment Entry,remarks,Remarks,Small Text,text,,0,0,0,0,,
Accounts,Payment Entry,letter_head,Letter Head,Link,varchar(140),Letter Head,0,0,0,0,,
Accounts,Payment Entry,print_heading,Print Heading,Link,varchar(140),Print Heading,0,0,0,0,,
Accounts,Payment Entry,bank,Bank,Read Only,varchar(140),,0,0,0,0,,bank_account.bank
Accounts,Payment Entry,bank_account_no,Bank Account No,Read Only,varchar(140),,0,0,0,0,,bank_account.bank_account_no
Accounts,Payment Entry,payment_order,Payment Order,Link,varchar(140),Payment Order,0,0,0,1,,
Accounts,Payment Entry,auto_repeat,Auto Repeat,Link,varchar(140),Auto Repeat,0,0,0,1,,
Accounts,Payment Entry,amended_from,Amended From,Link,varchar(140),Payment Entry,0,0,0,1,,
Accounts,Payment Entry,title,Title,Data,varchar(140),,0,0,0,1,,
Accounts,Payment Entry,bank_account,Company Bank Account,Link,varchar(140),Bank Account,0,0,0,0,,
Accounts,Payment Entry,party_bank_account,Party Bank Account,Link,varchar(140),Bank Account,0,0,0,0,,
Accounts,Payment Entry,payment_order_status,Payment Order Status,Select,varchar(140),Initiated|Payment Ordered,0,0,0,1,,
Accounts,Payment Entry,status,Status,Select,varchar(140),Draft|Submitted|Cancelled,0,0,0,1,Draft,
Accounts,Payment Entry,custom_remarks,Custom Remarks,Check,smallint,,0,0,0,0,0,
Accounts,Payment Entry,tax_withholding_category,Tax Withholding Category,Link,varchar(140),Tax Withholding Category,0,0,0,0,,
Accounts,Payment Entry,purchase_taxes_and_charges_template,Purchase Taxes and Charges Template,Link,varchar(140),Purchase Taxes and Charges Template,0,0,0,0,,
Accounts,Payment Entry,sales_taxes_and_charges_template,Sales Taxes and Charges Template,Link,varchar(140),Sales Taxes and Charges Template,0,0,0,0,,
Accounts,Payment Entry,base_total_taxes_and_charges,Total Taxes and Charges (Company Currency),Currency,"numeric(21,9)",Company:company:default_currency,0,0,0,1,,
Accounts,Payment Entry,total_taxes_and_charges,Total Taxes and Charges,Currency,"numeric(21,9)",,0,0,0,1,,
Accounts,Payment Entry,paid_amount_after_tax,Paid Amount After Tax,Currency,"numeric(21,9)",paid_from_account_currency,0,0,0,1,,
Accounts,Payment Entry,base_paid_amount_after_tax,Paid Amount After Tax (Company Currency),Currency,"numeric(21,9)",Company:company:default_currency,0,0,0,1,,
Accounts,Payment Entry,received_amount_after_tax,Received Amount After Tax,Currency,"numeric(21,9)",paid_to_account_currency,0,0,0,1,,
Accounts,Payment Entry,base_received_amount_after_tax,Received Amount After Tax (Company Currency),Currency,"numeric(21,9)",Company:company:default_currency,0,0,0,1,,
Accounts,Payment Entry,paid_from_account_type,Paid From Account Type,Data,varchar(140),,0,0,0,0,,paid_from.account_type
Accounts,Payment Entry,paid_to_account_type,Paid To Account Type,Data,varchar(140),,0,0,0,0,,paid_to.account_type
Accounts,Payment Entry,book_advance_payments_in_separate_party_account,Book Advance Payments in Separate Party Account,Check,smallint,,0,0,0,1,0,company.book_advance_payments_in_separate_party_account
Accounts,Payment Entry,base_in_words,In Words (Company Currency),Small Text,text,,0,0,0,1,,
Accounts,Payment Entry,in_words,In Words,Small Text,text,,0,0,0,1,,
Accounts,Payment Entry,reconcile_on_advance_payment_date,Reconcile on Advance Payment Date,Check,smallint,,0,0,0,1,0,company.reconcile_on_advance_payment_date
Accounts,Payment Entry,is_opening,Is Opening,Select,varchar(140),No|Yes,0,0,1,0,No,
Accounts,Payment Entry,apply_tds,Consider for Tax Withholding,Check,smallint,,0,0,0,0,0,
Accounts,Payment Entry,tax_withholding_group,Tax Withholding Group,Link,varchar(140),Tax Withholding Group,0,0,0,0,,
Accounts,Payment Entry,ignore_tax_withholding_threshold,Ignore Tax Withholding Threshold,Check,smallint,,0,0,0,0,0,
Accounts,Payment Entry,override_tax_withholding_entries,Edit Tax Withholding Entries,Check,smallint,,0,0,0,0,0,
Accounts,Payment Entry Deduction,account,Account,Link,varchar(140),Account,1,0,0,0,,
Accounts,Payment Entry Deduction,cost_center,Cost Center,Link,varchar(140),Cost Center,1,0,0,0,,
Accounts,Payment Entry Deduction,amount,Amount (Company Currency),Currency,"numeric(21,9)",Company:company:default_currency,1,0,0,0,,
Accounts,Payment Entry Deduction,description,Description,Small Text,text,,0,0,0,0,,
Accounts,Payment Entry Deduction,is_exchange_gain_loss,Is Exchange Gain / Loss?,Check,smallint,,0,0,0,1,0,
Accounts,Payment Entry Reference,reference_doctype,Type,Link,varchar(140),DocType,1,0,1,0,,
Accounts,Payment Entry Reference,reference_name,Name,Dynamic Link,varchar(140),reference_doctype,1,0,1,0,,
Accounts,Payment Entry Reference,due_date,Due Date,Date,date,,0,0,0,1,,
Accounts,Payment Entry Reference,bill_no,Supplier Invoice No,Data,varchar(140),,0,0,0,1,,
Accounts,Payment Entry Reference,total_amount,Grand Total,Currency,"numeric(21,9)",,0,0,0,1,,
Accounts,Payment Entry Reference,outstanding_amount,Outstanding,Currency,"numeric(21,9)",,0,0,0,1,,
Accounts,Payment Entry Reference,allocated_amount,Allocated,Currency,"numeric(21,9)",,0,0,0,0,,
Accounts,Payment Entry Reference,exchange_rate,Exchange Rate,Float,"numeric(21,9)",,0,0,0,1,,
Accounts,Payment Entry Reference,payment_term,Payment Term,Link,varchar(140),Payment Term,0,0,0,0,,
Accounts,Payment Entry Reference,exchange_gain_loss,Exchange Gain/Loss,Currency,"numeric(21,9)",Company:company:default_currency,0,0,0,1,,
Accounts,Payment Entry Reference,account,Account,Link,varchar(140),Account,0,0,0,0,,
Accounts,Payment Entry Reference,account_type,Account Type,Data,varchar(140),,0,0,0,0,,
Accounts,Payment Entry Reference,payment_type,Payment Type,Data,varchar(140),,0,0,0,0,,
Accounts,Payment Entry Reference,payment_request,Payment Request,Link,varchar(140),Payment Request,0,0,0,0,,
Accounts,Payment Entry Reference,payment_term_outstanding,Payment Term Outstanding,Float,"numeric(21,9)",,0,0,0,1,,
Accounts,Payment Entry Reference,reconcile_effect_on,Reconcile Effect On,Date,date,,0,0,0,1,,
Accounts,Payment Entry Reference,advance_voucher_type,Advance Voucher Type,Link,varchar(140),DocType,0,0,0,1,,
Accounts,Payment Entry Reference,advance_voucher_no,Advance Voucher No,Dynamic Link,varchar(140),advance_voucher_type,0,0,0,1,,
Accounts,Payment Gateway Account,payment_gateway,Payment Gateway,Link,varchar(140),Payment Gateway,1,0,0,0,,
Accounts,Payment Gateway Account,is_default,Is Default,Check,smallint,,0,0,0,0,0,
Accounts,Payment Gateway Account,payment_account,Payment Account,Link,varchar(140),Account,1,0,0,0,,
Accounts,Payment Gateway Account,currency,Currency,Read Only,varchar(140),,0,0,0,0,,payment_account.account_currency
Accounts,Payment Gateway Account,message,Default Payment Request Message,Small Text,text,,0,0,0,0,Please click on the link below to make your payment,
Accounts,Payment Gateway Account,payment_channel,Payment Channel,Select,varchar(140),Email|Phone|Other,0,0,0,0,Email,
Accounts,Payment Gateway Account,company,Company,Link,varchar(140),Company,1,0,0,0,,
Accounts,Payment Ledger Entry,posting_date,Posting Date,Date,date,,0,0,1,0,,
Accounts,Payment Ledger Entry,account_type,Account Type,Select,varchar(140),Receivable|Payable,0,0,0,0,,
Accounts,Payment Ledger Entry,account,Account,Link,varchar(140),Account,0,0,1,0,,
Accounts,Payment Ledger Entry,party_type,Party Type,Link,varchar(140),DocType,0,0,1,0,,
Accounts,Payment Ledger Entry,party,Party,Dynamic Link,varchar(140),party_type,0,0,1,0,,
Accounts,Payment Ledger Entry,voucher_type,Voucher Type,Link,varchar(140),DocType,0,0,1,0,,
Accounts,Payment Ledger Entry,voucher_no,Voucher No,Dynamic Link,varchar(140),voucher_type,0,0,1,0,,
Accounts,Payment Ledger Entry,against_voucher_type,Against Voucher Type,Link,varchar(140),DocType,0,0,1,0,,
Accounts,Payment Ledger Entry,against_voucher_no,Against Voucher No,Dynamic Link,varchar(140),against_voucher_type,0,0,1,0,,
Accounts,Payment Ledger Entry,amount,Amount,Currency,"numeric(21,9)",Company:company:default_currency,0,0,0,0,,
Accounts,Payment Ledger Entry,account_currency,Currency,Link,varchar(140),Currency,0,0,0,0,,
Accounts,Payment Ledger Entry,amount_in_account_currency,Amount in Account Currency,Currency,"numeric(21,9)",account_currency,0,0,0,0,,
Accounts,Payment Ledger Entry,delinked,DeLinked,Check,smallint,,0,0,0,0,0,
Accounts,Payment Ledger Entry,company,Company,Link,varchar(140),Company,0,0,1,0,,
Accounts,Payment Ledger Entry,cost_center,Cost Center,Link,varchar(140),Cost Center,0,0,0,0,,
Accounts,Payment Ledger Entry,project,Project,Link,varchar(140),Project,0,0,0,0,,
Accounts,Payment Ledger Entry,due_date,Due Date,Date,date,,0,0,0,0,,
Accounts,Payment Ledger Entry,finance_book,Finance Book,Link,varchar(140),Finance Book,0,0,0,0,,
Accounts,Payment Ledger Entry,remarks,Remarks,Text,text,,0,0,0,0,,
Accounts,Payment Ledger Entry,voucher_detail_no,Voucher Detail No,Data,varchar(140),,0,0,1,0,,
Accounts,Payment Order,naming_series,Series,Select,varchar(140),PMO-,1,0,0,0,PMO-,
Accounts,Payment Order,company,Company,Link,varchar(140),Company,1,0,0,0,,
Accounts,Payment Order,party,Supplier,Link,varchar(140),Supplier,0,0,0,0,,
Accounts,Payment Order,posting_date,Posting Date,Date,date,,0,0,0,0,Today,
Accounts,Payment Order,amended_from,Amended From,Link,varchar(140),Payment Order,0,0,0,1,,
Accounts,Payment Order,payment_order_type,Payment Order Type,Select,varchar(140),Payment Request|Payment Entry,1,0,0,1,,
Accounts,Payment Order,company_bank_account,Company Bank Account,Link,varchar(140),Bank Account,1,0,0,0,,
Accounts,Payment Order,company_bank,Bank,Link,varchar(140),Bank,0,0,0,0,,company_bank_account.bank
Accounts,Payment Order,account,Account,Data,varchar(140),,0,0,0,0,,company_bank_account.account
Accounts,Payment Order Reference,reference_doctype,Type,Link,varchar(140),DocType,1,0,0,1,,
Accounts,Payment Order Reference,reference_name,Name,Dynamic Link,varchar(140),reference_doctype,1,0,0,1,,
Accounts,Payment Order Reference,amount,Amount,Currency,"numeric(21,9)",,1,0,0,1,,
Accounts,Payment Order Reference,supplier,Supplier,Link,varchar(140),Supplier,0,0,0,1,,
Accounts,Payment Order Reference,payment_request,Payment Request,Link,varchar(140),Payment Request,0,0,0,1,,
Accounts,Payment Order Reference,mode_of_payment,Mode of Payment,Link,varchar(140),Mode of Payment,0,0,0,1,,payment_request.mode_of_payment
Accounts,Payment Order Reference,bank_account,Bank Account,Link,varchar(140),Bank Account,1,0,0,1,,
Accounts,Payment Order Reference,account,Account,Link,varchar(140),Account,0,0,0,1,,
Accounts,Payment Order Reference,payment_reference,Payment Reference,Data,varchar(140),,0,0,0,1,,
Accounts,Payment Reconciliation,company,Company,Link,varchar(140),Company,1,0,0,0,,
Accounts,Payment Reconciliation,party_type,Party Type,Link,varchar(140),DocType,1,0,0,0,,
Accounts,Payment Reconciliation,party,Party,Dynamic Link,varchar(140),party_type,1,0,0,0,,
Accounts,Payment Reconciliation,receivable_payable_account,Receivable / Payable Account,Link,varchar(140),Account,1,0,0,0,,
Accounts,Payment Reconciliation,bank_cash_account,Bank / Cash Account,Link,varchar(140),Account,0,0,0,0,,
Accounts,Payment Reconciliation,from_invoice_date,From Invoice Date,Date,date,,0,0,0,0,,
Accounts,Payment Reconciliation,to_invoice_date,To Invoice Date,Date,date,,0,0,0,0,,
Accounts,Payment Reconciliation,minimum_invoice_amount,Minimum Invoice Amount,Currency,"numeric(21,9)",,0,0,0,0,,
Accounts,Payment Reconciliation,invoice_limit,Invoice Limit,Int,integer,,0,0,0,0,50,
Accounts,Payment Reconciliation,from_payment_date,From Payment Date,Date,date,,0,0,0,0,,
Accounts,Payment Reconciliation,to_payment_date,To Payment Date,Date,date,,0,0,0,0,,
Accounts,Payment Reconciliation,minimum_payment_amount,Minimum Payment Amount,Currency,"numeric(21,9)",,0,0,0,0,,
Accounts,Payment Reconciliation,maximum_payment_amount,Maximum Payment Amount,Currency,"numeric(21,9)",,0,0,0,0,,
Accounts,Payment Reconciliation,payment_limit,Payment Limit,Int,integer,,0,0,0,0,50,
Accounts,Payment Reconciliation,maximum_invoice_amount,Maximum Invoice Amount,Currency,"numeric(21,9)",,0,0,0,0,,
Accounts,Payment Reconciliation,cost_center,Cost Center,Link,varchar(140),Cost Center,0,0,0,0,,
Accounts,Payment Reconciliation,project,Project,Link,varchar(140),Project,0,0,0,0,,
Accounts,Payment Reconciliation,default_advance_account,Default Advance Account,Link,varchar(140),Account,0,0,0,0,,
Accounts,Payment Reconciliation,invoice_name,Filter on Invoice,Data,varchar(140),,0,0,0,0,,
Accounts,Payment Reconciliation,payment_name,Filter on Payment,Data,varchar(140),,0,0,0,0,,
Accounts,Payment Reconciliation Allocation,invoice_number,Invoice Number,Dynamic Link,varchar(140),invoice_type,1,0,0,1,,
Accounts,Payment Reconciliation Allocation,allocated_amount,Allocated Amount,Currency,"numeric(21,9)",currency,1,0,0,0,,
Accounts,Payment Reconciliation Allocation,difference_account,Difference Account,Link,varchar(140),Account,0,0,0,1,,
Accounts,Payment Reconciliation Allocation,difference_amount,Difference Amount,Currency,"numeric(21,9)",Currency,0,0,0,1,,
Accounts,Payment Reconciliation Allocation,reference_name,Reference Name,Dynamic Link,varchar(140),reference_type,1,0,0,1,,
