app,module,doctype,kind,frappe_table,proposed_table,columns,links,child_tables,indexes,submittable,tree,single,autoname
erpnext,CRM,Appointment Booking Slots,child,tabAppointment Booking Slots,appointment_booking_slots,3,0,0,0,0,0,0,
erpnext,CRM,Availability Of Slots,child,tabAvailability Of Slots,availability_of_slots,3,0,0,0,0,0,0,
erpnext,CRM,CRM Note,child,tabCRM Note,crm_note,3,1,0,0,0,0,0,autoincrement
erpnext,CRM,CRM Settings,single,tabCRM Settings,crm_settings,9,0,1,0,0,0,1,
erpnext,CRM,Campaign,master,tabCampaign,campaign,3,0,1,0,0,0,0,naming_series:
erpnext,CRM,Campaign Email Schedule,child,tabCampaign Email Schedule,campaign_email_schedule,2,1,0,0,0,0,0,
erpnext,CRM,Competitor,master,tabCompetitor,competitor,2,0,0,0,0,0,0,field:competitor_name
erpnext,CRM,Competitor Detail,child,tabCompetitor Detail,competitor_detail,1,1,0,0,0,0,0,
erpnext,CRM,Contract,transaction,tabContract,contract,21,4,1,0,1,0,0,CON-.YYYY.-.#####
erpnext,CRM,Contract Fulfilment Checklist,child,tabContract Fulfilment Checklist,contract_fulfilment_checklist,4,1,0,0,1,0,0,
erpnext,CRM,Contract Template,master,tabContract Template,contract_template,3,0,1,0,0,0,0,field:title
erpnext,CRM,Contract Template Fulfilment Terms,child,tabContract Template Fulfilment Terms,contract_template_fulfilment_terms,1,0,0,0,0,0,0,
erpnext,CRM,Email Campaign,master,tabEmail Campaign,email_campaign,7,2,0,0,0,0,0,format:MAIL-CAMP-{YYYY}-{#####}
erpnext,CRM,Frappe CRM Allowed User,child,tabFrappe CRM Allowed User,frappe_crm_allowed_user,1,1,0,0,0,0,0,
erpnext,CRM,Lead,master,tabLead,lead,43,14,1,4,0,0,0,naming_series:
erpnext,CRM,Lost Reason Detail,child,tabLost Reason Detail,lost_reason_detail,1,1,0,0,0,0,0,
erpnext,CRM,Market Segment,master,tabMarket Segment,market_segment,1,0,0,0,0,0,0,field:market_segment
erpnext,CRM,Opportunity,master,tabOpportunity,opportunity,47,18,4,3,0,0,0,naming_series:
erpnext,CRM,Opportunity Item,child,tabOpportunity Item,opportunity_item,12,4,0,0,0,0,0,
erpnext,CRM,Opportunity Lost Reason,master,tabOpportunity Lost Reason,opportunity_lost_reason,1,0,0,0,0,0,0,field:lost_reason
erpnext,CRM,Opportunity Lost Reason Detail,child,tabOpportunity Lost Reason Detail,opportunity_lost_reason_detail,1,1,0,0,0,0,0,
erpnext,CRM,Opportunity Type,master,tabOpportunity Type,opportunity_type,1,0,0,0,0,0,0,Prompt
erpnext,CRM,Prospect,master,tabProspect,prospect,11,6,3,0,0,0,0,field:company_name
erpnext,CRM,Prospect Lead,child,tabProspect Lead,prospect_lead,6,1,0,0,0,0,0,
erpnext,CRM,Prospect Opportunity,child,tabProspect Opportunity,prospect_opportunity,8,3,0,0,0,0,0,autoincrement
erpnext,CRM,Sales Stage,master,tabSales Stage,sales_stage,1,0,0,0,0,0,0,field:stage_name
erpnext,Communication,Communication Medium,master,tabCommunication Medium,communication_medium,5,2,1,0,0,0,0,Prompt
erpnext,Communication,Communication Medium Timeslot,child,tabCommunication Medium Timeslot,communication_medium_timeslot,4,1,0,0,0,0,0,
erpnext,EDI,Code List,master,tabCode List,code_list,8,1,0,0,0,0,0,prompt
erpnext,EDI,Common Code,master,tabCommon Code,common_code,6,1,1,2,0,0,0,hash
erpnext,ERPNext Integrations,Plaid Settings,single,tabPlaid Settings,plaid_settings,6,0,0,0,0,0,1,
erpnext,Maintenance,Maintenance Schedule,transaction,tabMaintenance Schedule,maintenance_schedule,15,7,2,1,1,0,0,naming_series:
erpnext,Maintenance,Maintenance Schedule Detail,child,tabMaintenance Schedule Detail,maintenance_schedule_detail,8,3,0,2,0,0,0,hash
erpnext,Maintenance,Maintenance Schedule Item,child,tabMaintenance Schedule Item,maintenance_schedule_item,11,4,0,4,0,0,0,hash
erpnext,Maintenance,Maintenance Visit,transaction,tabMaintenance Visit,maintenance_visit,21,9,1,0,1,0,0,naming_series:
erpnext,Maintenance,Maintenance Visit Purpose,child,tabMaintenance Visit Purpose,maintenance_visit_purpose,9,4,0,0,0,0,0,hash
erpnext,Manufacturing,BOM,transaction,tabBOM,bom,53,13,4,3,1,0,0,
erpnext,Manufacturing,BOM Creator,transaction,tabBOM Creator,bom_creator,22,11,1,0,1,0,0,prompt
erpnext,Manufacturing,BOM Creator Item,child,tabBOM Creator Item,bom_creator_item,24,6,0,0,0,0,0,
erpnext,Manufacturing,BOM Explosion Item,child,tabBOM Explosion Item,bom_explosion_item,14,4,0,1,0,0,0,hash
erpnext,Manufacturing,BOM Item,child,tabBOM Item,bom_item,27,7,0,2,0,0,0,
erpnext,Manufacturing,BOM Operation,child,tabBOM Operation,bom_operation,27,8,0,0,0,0,0,
erpnext,Manufacturing,BOM Secondary Item,child,tabBOM Secondary Item,bom_secondary_item,17,3,0,0,0,0,0,
erpnext,Manufacturing,BOM Update Batch,child,tabBOM Update Batch,bom_update_batch,4,0,0,0,0,0,0,hash
erpnext,Manufacturing,BOM Update Log,transaction,tabBOM Update Log,bom_update_log,8,4,1,0,1,0,0,BOM-UPDT-LOG-.#####
erpnext,Manufacturing,BOM Update Tool,single,tabBOM Update Tool,bom_update_tool,2,2,0,0,0,0,1,
erpnext,Manufacturing,BOM Website Item,child,tabBOM Website Item,bom_website_item,5,1,0,1,0,0,0,
erpnext,Manufacturing,BOM Website Operation,child,tabBOM Website Operation,bom_website_operation,5,2,0,0,0,0,0,
erpnext,Manufacturing,Blanket Order,transaction,tabBlanket Order,blanket_order,14,5,1,1,1,0,0,naming_series:
erpnext,Manufacturing,Blanket Order Item,child,tabBlanket Order Item,blanket_order_item,7,1,0,1,0,0,0,
erpnext,Manufacturing,Downtime Entry,master,tabDowntime Entry,downtime_entry,8,2,0,0,0,0,0,naming_series:
erpnext,Manufacturing,Job Card,transaction,tabJob Card,job_card,50,20,6,1,1,0,0,naming_series:
erpnext,Manufacturing,Job Card Item,child,tabJob Card Item,job_card_item,11,5,0,0,0,0,0,
erpnext,Manufacturing,Job Card Operation,child,tabJob Card Operation,job_card_operation,4,1,0,0,0,0,0,
erpnext,Manufacturing,Job Card Scheduled Time,child,tabJob Card Scheduled Time,job_card_scheduled_time,3,0,0,0,0,0,0,
erpnext,Manufacturing,Job Card Secondary Item,child,tabJob Card Secondary Item,job_card_secondary_item,7,2,0,0,0,0,0,
erpnext,Manufacturing,Job Card Time Log,child,tabJob Card Time Log,job_card_time_log,6,2,0,0,0,0,0,
erpnext,Manufacturing,Manufacturing Settings,single,tabManufacturing Settings,manufacturing_settings,19,0,0,0,0,0,1,
erpnext,Manufacturing,Master Production Schedule,master,tabMaster Production Schedule,master_production_schedule,8,4,4,1,0,0,0,naming_series:
erpnext,Manufacturing,Master Production Schedule Item,child,tabMaster Production Schedule Item,master_production_schedule_item,9,4,0,0,0,0,0,
erpnext,Manufacturing,Material Request Plan Item,child,tabMaterial Request Plan Item,material_request_plan_item,23,7,0,3,0,0,0,
erpnext,Manufacturing,Operation,master,tabOperation,operation,8,2,1,0,0,0,0,Prompt
erpnext,Manufacturing,Plant Floor,master,tabPlant Floor,plant_floor,3,2,0,0,0,0,0,field:floor_name
erpnext,Manufacturing,Production Plan,transaction,tabProduction Plan,production_plan,29,9,7,1,1,0,0,naming_series:
erpnext,Manufacturing,Production Plan Item,child,tabProduction Plan Item,production_plan_item,18,7,0,0,0,0,0,hash
erpnext,Manufacturing,Production Plan Item Reference,child,tabProduction Plan Item Reference,production_plan_item_reference,4,1,0,0,0,0,0,
erpnext,Manufacturing,Production Plan Material Request,child,tabProduction Plan Material Request,production_plan_material_request,2,1,0,0,0,0,0,hash
erpnext,Manufacturing,Production Plan Material Request Warehouse,child,tabProduction Plan Material Request Warehouse,production_plan_material_request_warehouse,1,1,0,0,0,0,0,
erpnext,Manufacturing,Production Plan Sales Order,child,tabProduction Plan Sales Order,production_plan_sales_order,5,2,0,0,0,0,0,hash
erpnext,Manufacturing,Production Plan Sub Assembly Item,child,tabProduction Plan Sub Assembly Item,production_plan_sub_assembly_item,25,9,0,0,0,0,0,
erpnext,Manufacturing,Routing,master,tabRouting,routing,2,0,1,0,0,0,0,field:routing_name
erpnext,Manufacturing,Sales Forecast,transaction,tabSales Forecast,sales_forecast,9,3,2,1,1,0,0,naming_series:
erpnext,Manufacturing,Sales Forecast Item,child,tabSales Forecast Item,sales_forecast_item,6,3,0,0,0,0,0,
erpnext,Manufacturing,Sub Operation,child,tabSub Operation,sub_operation,3,1,0,0,0,0,0,
erpnext,Manufacturing,Work Order,transaction,tabWork Order,work_order,55,16,4,2,1,0,0,naming_series:
erpnext,Manufacturing,Work Order Additional Item,child,tabWork Order Additional Item,work_order_additional_item,6,2,0,0,0,0,0,
erpnext,Manufacturing,Work Order Item,child,tabWork Order Item,work_order_item,21,4,0,1,0,0,0,
erpnext,Manufacturing,Work Order Operation,child,tabWork Order Operation,work_order_operation,29,9,0,0,0,0,0,
erpnext,Manufacturing,Workstation,master,tabWorkstation,workstation,13,4,2,0,0,0,0,field:workstation_name
erpnext,Manufacturing,Workstation Cost,child,tabWorkstation Cost,workstation_cost,2,1,0,0,0,0,0,
erpnext,Manufacturing,Workstation Operating Component,master,tabWorkstation Operating Component,workstation_operating_component,1,0,1,0,0,0,0,field:component_name
erpnext,Manufacturing,Workstation Operating Component Account,child,tabWorkstation Operating Component Account,workstation_operating_component_account,2,2,0,0,0,0,0,
erpnext,Manufacturing,Workstation Type,master,tabWorkstation Type,workstation_type,3,0,1,0,0,0,0,field:workstation_type
erpnext,Manufacturing,Workstation Working Hour,child,tabWorkstation Working Hour,workstation_working_hour,4,0,0,0,0,0,0,
erpnext,Portal,Website Attribute,child,tabWebsite Attribute,website_attribute,1,1,0,0,0,0,0,
erpnext,Portal,Website Filter Field,child,tabWebsite Filter Field,website_filter_field,1,0,0,0,0,0,0,
erpnext,Projects,Activity Cost,master,tabActivity Cost,activity_cost,7,3,0,0,0,0,0,PROJ-ACC-.#####
erpnext,Projects,Activity Type,master,tabActivity Type,activity_type,4,0,0,0,0,0,0,field:activity_type
erpnext,Projects,Dependent Task,child,tabDependent Task,dependent_task,1,1,0,0,0,0,0,
erpnext,Projects,Project,master,tabProject,project,42,8,1,3,0,0,0,naming_series:
erpnext,Projects,Project Template,master,tabProject Template,project_template,2,1,1,0,0,0,0,Prompt
erpnext,Projects,Project Template Task,child,tabProject Template Task,project_template_task,2,1,0,0,0,0,0,
erpnext,Projects,Project Type,master,tabProject Type,project_type,2,0,0,0,0,0,0,field:project_type
erpnext,Projects,Project Update,transaction,tabProject Update,project_update,6,2,1,1,1,0,0,naming_series:
erpnext,Projects,Project User,child,tabProject User,project_user,8,1,0,1,0,0,0,
erpnext,Projects,Projects Settings,single,tabProjects Settings,projects_settings,4,0,0,0,0,0,1,
erpnext,Projects,Task,tree-master,tabTask,task,35,7,1,5,0,1,0,TASK-.YYYY.-.#####
erpnext,Projects,Task Depends On,child,tabTask Depends On,task_depends_on,3,1,0,0,0,0,0,
erpnext,Projects,Task Type,master,tabTask Type,task_type,2,0,0,0,0,0,0,Prompt
erpnext,Projects,Timesheet,transaction,tabTimesheet,timesheet,27,9,1,0,1,0,0,naming_series:
erpnext,Projects,Timesheet Detail,child,tabTimesheet Detail,timesheet_detail,21,4,0,0,0,0,0,
erpnext,Quality Management,Non Conformance,master,tabNon Conformance,non_conformance,8,1,0,0,0,0,0,format:QA-NC-{#####}
erpnext,Quality Management,Quality Action,master,tabQuality Action,quality_action,7,4,1,0,0,0,0,format:QA-ACT-{#####}
erpnext,Quality Management,Quality Action Resolution,child,tabQuality Action Resolution,quality_action_resolution,5,1,0,0,0,0,0,
erpnext,Quality Management,Quality Feedback,master,tabQuality Feedback,quality_feedback,3,1,1,0,0,0,0,format:QA-FB-{#####}
erpnext,Quality Management,Quality Feedback Parameter,child,tabQuality Feedback Parameter,quality_feedback_parameter,3,0,0,0,0,0,0,
erpnext,Quality Management,Quality Feedback Template,master,tabQuality Feedback Template,quality_feedback_template,1,0,1,0,0,0,0,field:template
erpnext,Quality Management,Quality Feedback Template Parameter,child,tabQuality Feedback Template Parameter,quality_feedback_template_parameter,1,0,0,0,0,0,0,
erpnext,Quality Management,Quality Goal,master,tabQuality Goal,quality_goal,5,1,1,0,0,0,0,field:goal
erpnext,Quality Management,Quality Goal Objective,child,tabQuality Goal Objective,quality_goal_objective,3,1,0,0,0,0,0,format:{####}
erpnext,Quality Management,Quality Meeting,master,tabQuality Meeting,quality_meeting,1,0,2,0,0,0,0,format:QA-MEET-{YY}-{MM}-{DD}
erpnext,Quality Management,Quality Meeting Agenda,child,tabQuality Meeting Agenda,quality_meeting_agenda,1,0,0,0,0,0,0,
erpnext,Quality Management,Quality Meeting Minutes,child,tabQuality Meeting Minutes,quality_meeting_minutes,3,0,0,0,0,0,0,
erpnext,Quality Management,Quality Procedure,tree-master,tabQuality Procedure,quality_procedure,8,2,1,0,0,1,0,field:quality_procedure_name
erpnext,Quality Management,Quality Procedure Process,child,tabQuality Procedure Process,quality_procedure_process,2,1,0,0,0,0,0,
erpnext,Quality Management,Quality Review,master,tabQuality Review,quality_review,5,2,1,0,0,0,0,format:QA-REV-{#####}
erpnext,Quality Management,Quality Review Objective,child,tabQuality Review Objective,quality_review_objective,5,1,0,0,0,0,0,
erpnext,Regional,Import Supplier Invoice,master,tabImport Supplier Invoice,import_supplier_invoice,8,5,0,0,0,0,0,
erpnext,Regional,Lower Deduction Certificate,master,tabLower Deduction Certificate,lower_deduction_certificate,10,4,0,0,0,0,0,field:certificate_no
erpnext,Regional,South Africa VAT Settings,master,tabSouth Africa VAT Settings,south_africa_vat_settings,1,1,1,0,0,0,0,field:company
erpnext,Regional,UAE VAT Account,child,tabUAE VAT Account,uae_vat_account,1,1,0,0,0,0,0,account
erpnext,Regional,UAE VAT Settings,master,tabUAE VAT Settings,uae_vat_settings,1,1,1,0,0,0,0,field:company
erpnext,Selling,Customer,master,tabCustomer,customer,44,22,7,2,0,0,0,naming_series:
erpnext,Selling,Customer Credit Limit,child,tabCustomer Credit Limit,customer_credit_limit,4,1,0,0,0,0,0,
erpnext,Selling,Delivery Schedule Item,master,tabDelivery Schedule Item,delivery_schedule_item,10,5,0,2,0,0,0,
erpnext,Selling,Industry Type,master,tabIndustry Type,industry_type,1,0,0,0,0,0,0,field:industry
erpnext,Selling,Installation Note,transaction,tabInstallation Note,installation_note,18,8,1,3,1,0,0,naming_series:
erpnext,Selling,Installation Note Item,child,tabInstallation Note Item,installation_note_item,8,2,0,2,0,0,0,hash
erpnext,Selling,Party Specific Item,master,tabParty Specific Item,party_specific_item,4,0,0,0,0,0,0,
erpnext,Selling,Product Bundle,transaction,tabProduct Bundle,product_bundle,5,2,1,0,1,0,0,
erpnext,Selling,Product Bundle Item,child,tabProduct Bundle Item,product_bundle_item,5,2,0,0,0,0,0,
erpnext,Selling,Proforma Invoice,transaction,tabProforma Invoice,proforma_invoice,18,7,1,0,1,0,0,naming_series:
erpnext,Selling,Proforma Invoice Item,child,tabProforma Invoice Item,proforma_invoice_item,7,2,0,0,0,0,0,
erpnext,Selling,Quotation,transaction,tabQuotation,quotation,77,30,8,2,1,0,0,naming_series:
erpnext,Selling,Quotation Item,child,tabQuotation Item,quotation_item,55,11,0,1,0,0,0,
erpnext,Selling,SMS Center,single,tabSMS Center,sms_center,10,5,0,0,0,0,1,
erpnext,Selling,Sales Order,transaction,tabSales Order,sales_order,104,35,7,5,1,0,0,naming_series:
erpnext,Selling,Sales Order Item,child,tabSales Order Item,sales_order_item,82,19,0,3,0,0,0,hash
erpnext,Selling,Sales Partner Type,master,tabSales Partner Type,sales_partner_type,1,0,0,0,0,0,0,field:sales_partner_type
erpnext,Selling,Sales Team,child,tabSales Team,sales_team,6,1,0,1,0,0,0,
erpnext,Selling,Selling Settings,single,tabSelling Settings,selling_settings,33,5,0,0,0,0,1,
erpnext,Selling,Supplier Number At Customer,child,tabSupplier Number At Customer,supplier_number_at_customer,2,1,0,0,0,0,0,
erpnext,Setup,Authorization Control,single,tabAuthorization Control,authorization_control,0,0,0,0,0,0,1,
erpnext,Setup,Authorization Rule,master,tabAuthorization Rule,authorization_rule,12,7,0,0,0,0,0,HR-ARU-.#####
erpnext,Setup,Branch,master,tabBranch,branch,1,0,0,0,0,0,0,field:branch
erpnext,Setup,Brand,master,tabBrand,brand,3,0,1,0,0,0,0,field:brand
erpnext,Setup,Company,tree-master,tabCompany,company,100,60,0,2,0,1,0,field:company_name
erpnext,Setup,Currency Exchange,master,tabCurrency Exchange,currency_exchange,6,2,0,0,0,0,0,
erpnext,Setup,Customer Group,tree-master,tabCustomer Group,customer_group,8,4,2,2,0,1,0,field:customer_group_name
erpnext,Setup,Department,tree-master,tabDepartment,department,8,2,0,0,0,1,0,
erpnext,Setup,Designation,master,tabDesignation,designation,2,0,0,0,0,0,0,field:designation_name
erpnext,Setup,Driver,master,tabDriver,driver,11,4,1,0,0,0,0,naming_series:
erpnext,Setup,Driving License Category,child,tabDriving License Category,driving_license_category,4,0,0,0,0,0,0,
erpnext,Setup,Email Digest,master,tabEmail Digest,email_digest,29,1,1,0,0,0,0,Prompt
erpnext,Setup,Email Digest Recipient,child,tabEmail Digest Recipient,email_digest_recipient,1,1,0,0,0,0,0,
erpnext,Setup,Employee,tree-master,tabEmployee,employee,67,10,3,2,0,1,0,naming_series:
erpnext,Setup,Employee Education,child,tabEmployee Education,employee_education,6,0,0,0,0,0,0,
erpnext,Setup,Employee External Work History,child,tabEmployee External Work History,employee_external_work_history,6,0,0,0,0,0,0,
erpnext,Setup,Employee Group,master,tabEmployee Group,employee_group,1,0,1,0,0,0,0,field:employee_group_name
erpnext,Setup,Employee Group Table,child,tabEmployee Group Table,employee_group_table,3,1,0,0,0,0,0,
erpnext,Setup,Employee Internal Work History,child,tabEmployee Internal Work History,employee_internal_work_history,5,3,0,0,0,0,0,
erpnext,Setup,Global Defaults,single,tabGlobal Defaults,global_defaults,9,5,0,0,0,0,1,
erpnext,Setup,Holiday,child,tabHoliday,holiday,4,0,0,0,0,0,0,
erpnext,Setup,Holiday List,master,tabHoliday List,holiday_list,9,0,1,0,0,0,0,field:holiday_list_name
erpnext,Setup,Incoterm,master,tabIncoterm,incoterm,3,0,0,0,0,0,0,field:code
erpnext,Setup,Item Group,tree-master,tabItem Group,item_group,7,2,2,2,0,1,0,field:item_group_name
erpnext,Setup,Party Type,master,tabParty Type,party_type,2,1,0,0,0,0,0,field:party_type
erpnext,Setup,Quotation Lost Reason,master,tabQuotation Lost Reason,quotation_lost_reason,1,0,0,0,0,0,0,field:order_lost_reason
erpnext,Setup,Quotation Lost Reason Detail,child,tabQuotation Lost Reason Detail,quotation_lost_reason_detail,1,1,0,0,0,0,0,
erpnext,Setup,Sales Partner,master,tabSales Partner,sales_partner,11,2,1,0,0,0,0,field:partner_name
erpnext,Setup,Sales Person,tree-master,tabSales Person,sales_person,10,3,1,2,0,1,0,field:sales_person_name
erpnext,Setup,Supplier Group,tree-master,tabSupplier Group,supplier_group,7,3,1,2,0,1,0,field:supplier_group_name
erpnext,Setup,Target Detail,child,tabTarget Detail,target_detail,5,3,0,3,0,0,0,
erpnext,Setup,Terms and Conditions,master,tabTerms and Conditions,terms_and_conditions,6,0,0,0,0,0,0,field:title
erpnext,Setup,Territory,tree-master,tabTerritory,territory,7,3,1,3,0,1,0,field:territory_name
erpnext,Setup,Transaction Deletion Record,transaction,tabTransaction Deletion Record,transaction_deletion_record,11,2,3,0,1,0,0,TDL.####
erpnext,Setup,Transaction Deletion Record Item,child,tabTransaction Deletion Record Item,transaction_deletion_record_item,1,1,0,0,0,0,0,
erpnext,Setup,Transaction Deletion Record To Delete,child,tabTransaction Deletion Record To Delete,transaction_deletion_record_to_delete,5,1,0,0,0,0,0,
erpnext,Setup,UOM,master,tabUOM,uom,7,1,0,0,0,0,0,field:uom_name
erpnext,Setup,UOM Conversion Factor,master,tabUOM Conversion Factor,uom_conversion_factor,4,3,0,0,0,0,0,MAT-UOM-CNV-.#####
erpnext,Setup,Vehicle,master,tabVehicle,vehicle,21,4,0,0,0,0,0,field:license_plate
erpnext,Setup,Website Item Group,child,tabWebsite Item Group,website_item_group,1,1,0,0,0,0,0,
erpnext,Stock,Batch,master,tabBatch,batch,18,5,0,0,0,0,0,field:batch_id
erpnext,Stock,Bin,master,tabBin,bin,16,4,0,1,0,0,0,hash
erpnext,Stock,Company Restriction,child,tabCompany Restriction,company_restriction,1,1,0,0,0,0,0,
erpnext,Stock,Customs Tariff Number,master,tabCustoms Tariff Number,customs_tariff_number,2,0,0,0,0,0,0,field:tariff_number
erpnext,Stock,Delivery Note,transaction,tabDelivery Note,delivery_note,102,37,6,4,1,0,0,naming_series:
erpnext,Stock,Delivery Note Item,child,tabDelivery Note Item,delivery_note_item,74,21,0,10,0,0,0,hash
erpnext,Stock,Delivery Settings,single,tabDelivery Settings,delivery_settings,4,2,0,0,0,0,1,
erpnext,Stock,Delivery Stop,child,tabDelivery Stop,delivery_stop,16,5,0,0,0,0,0,
erpnext,Stock,Delivery Trip,transaction,tabDelivery Trip,delivery_trip,14,7,1,0,1,0,0,naming_series:
erpnext,Stock,Inventory Dimension,master,tabInventory Dimension,inventory_dimension,13,2,0,0,0,0,0,field:dimension_name
erpnext,Stock,Item,master,tabItem,item,72,15,9,4,0,0,0,field:item_code
erpnext,Stock,Item Alternative,master,tabItem Alternative,item_alternative,5,2,0,0,0,0,0,
erpnext,Stock,Item Attribute,master,tabItem Attribute,item_attribute,6,0,1,0,0,0,0,field:attribute_name
erpnext,Stock,Item Attribute Value,child,tabItem Attribute Value,item_attribute_value,2,0,0,1,0,0,0,
erpnext,Stock,Item Barcode,child,tabItem Barcode,item_barcode,3,1,0,0,0,0,0,hash
erpnext,Stock,Item Customer Detail,child,tabItem Customer Detail,item_customer_detail,3,2,0,2,0,0,0,hash
erpnext,Stock,Item Default,child,tabItem Default,item_default,21,21,0,1,0,0,0,
erpnext,Stock,Item Lead Time,master,tabItem Lead Time,item_lead_time,13,2,0,0,0,0,0,field:item_code
erpnext,Stock,Item Manufacturer,master,tabItem Manufacturer,item_manufacturer,6,2,0,0,0,0,0,
erpnext,Stock,Item Price,master,tabItem Price,item_price,19,8,0,2,0,0,0,hash
erpnext,Stock,Item Quality Inspection Parameter,child,tabItem Quality Inspection Parameter,item_quality_inspection_parameter,8,2,0,0,0,0,0,hash
erpnext,Stock,Item Reorder,child,tabItem Reorder,item_reorder,5,2,0,0,0,0,0,hash
erpnext,Stock,Item Standard Cost,transaction,tabItem Standard Cost,item_standard_cost,7,4,0,3,1,0,0,naming_series:
erpnext,Stock,Item Supplier,child,tabItem Supplier,item_supplier,2,1,0,0,0,0,0,
erpnext,Stock,Item Tax,child,tabItem Tax,item_tax,5,2,0,0,0,0,0,
erpnext,Stock,Item Variant,child,tabItem Variant,item_variant,2,1,0,0,0,0,0,
erpnext,Stock,Item Variant Attribute,child,tabItem Variant Attribute,item_variant_attribute,8,2,0,2,0,0,0,
erpnext,Stock,Item Variant Settings,single,tabItem Variant Settings,item_variant_settings,3,0,1,0,0,0,1,
erpnext,Stock,Item Website Specification,child,tabItem Website Specification,item_website_specification,2,0,0,0,0,0,0,
erpnext,Stock,Landed Cost Item,child,tabLanded Cost Item,landed_cost_item,12,2,0,0,0,0,0,
erpnext,Stock,Landed Cost Purchase Receipt,child,tabLanded Cost Purchase Receipt,landed_cost_purchase_receipt,5,1,0,0,0,0,0,
erpnext,Stock,Landed Cost Taxes and Charges,child,tabLanded Cost Taxes and Charges,landed_cost_taxes_and_charges,11,2,0,0,0,0,0,
erpnext,Stock,Landed Cost Vendor Invoice,child,tabLanded Cost Vendor Invoice,landed_cost_vendor_invoice,2,1,0,1,0,0,0,
erpnext,Stock,Landed Cost Voucher,transaction,tabLanded Cost Voucher,landed_cost_voucher,7,2,4,0,1,0,0,naming_series:
erpnext,Stock,Manufacturer,master,tabManufacturer,manufacturer,6,1,0,0,0,0,0,field:short_name
erpnext,Stock,Material Request,transaction,tabMaterial Request,material_request,23,11,1,3,1,0,0,naming_series:
erpnext,Stock,Material Request Item,child,tabMaterial Request Item,material_request_item,41,15,0,5,0,0,0,hash
erpnext,Stock,Packed Item,child,tabPacked Item,packed_item,28,8,0,1,0,0,0,
erpnext,Stock,Packing Slip,transaction,tabPacking Slip,packing_slip,10,5,1,0,1,0,0,MAT-PAC-.YYYY.-.#####
erpnext,Stock,Packing Slip Item,child,tabPacking Slip Item,packing_slip_item,11,4,0,0,0,0,0,hash
erpnext,Stock,Pick List,transaction,tabPick List,pick_list,20,6,1,1,1,0,0,naming_series:
erpnext,Stock,Pick List Item,child,tabPick List Item,pick_list_item,25,8,0,4,0,0,0,
erpnext,Stock,Price List,master,tabPrice List,price_list,6,1,1,0,0,0,0,field:price_list_name
erpnext,Stock,Price List Country,child,tabPrice List Country,price_list_country,1,1,0,0,0,0,0,
erpnext,Stock,Purchase Receipt,transaction,tabPurchase Receipt,purchase_receipt,90,29,5,6,1,0,0,naming_series:
erpnext,Stock,Purchase Receipt Item,child,tabPurchase Receipt Item,purchase_receipt_item,89,28,0,13,0,0,0,hash
erpnext,Stock,Putaway Rule,master,tabPutaway Rule,putaway_rule,11,5,0,0,0,0,0,PUT-.####
erpnext,Stock,Quality Inspection,transaction,tabQuality Inspection,quality_inspection,22,9,1,2,1,0,0,naming_series:
erpnext,Stock,Quality Inspection Parameter,master,tabQuality Inspection Parameter,quality_inspection_parameter,3,1,0,0,0,0,0,field:parameter
erpnext,Stock,Quality Inspection Parameter Group,master,tabQuality Inspection Parameter Group,quality_inspection_parameter_group,1,0,0,0,0,0,0,field:group_name
erpnext,Stock,Quality Inspection Reading,child,tabQuality Inspection Reading,quality_inspection_reading,21,2,0,0,0,0,0,hash
erpnext,Stock,Quality Inspection Template,master,tabQuality Inspection Template,quality_inspection_template,1,0,1,0,0,0,0,field:quality_inspection_template_name
erpnext,Stock,Quick Stock Balance,single,tabQuick Stock Balance,quick_stock_balance,8,2,0,0,0,0,1,
erpnext,Stock,Repost Item Valuation,transaction,tabRepost Item Valuation,repost_item_valuation,25,5,0,1,1,0,0,hash
erpnext,Stock,Serial No,master,tabSerial No,serial_no,24,12,0,2,0,0,0,field:serial_no
erpnext,Stock,Serial and Batch Bundle,transaction,tabSerial and Batch Bundle,serial_and_batch_bundle,21,6,1,2,1,0,0,hash
erpnext,Stock,Serial and Batch Entry,child,tabSerial and Batch Entry,serial_and_batch_entry,18,4,0,2,0,0,0,
erpnext,Stock,Shipment,transaction,tabShipment,shipment,43,14,2,0,1,0,0,SHIPMENT-.#####
erpnext,Stock,Shipment Delivery Note,child,tabShipment Delivery Note,shipment_delivery_note,2,1,0,0,0,0,0,
erpnext,Stock,Shipment Parcel,child,tabShipment Parcel,shipment_parcel,5,0,0,0,0,0,0,
erpnext,Stock,Shipment Parcel Template,master,tabShipment Parcel Template,shipment_parcel_template,5,0,0,0,0,0,0,field:parcel_template_name
erpnext,Stock,Stock Closing Balance,master,tabStock Closing Balance,stock_closing_balance,17,7,0,7,0,0,0,
erpnext,Stock,Stock Closing Entry,transaction,tabStock Closing Entry,stock_closing_entry,6,2,0,2,1,0,0,naming_series:
erpnext,Stock,Stock Entry,transaction,tabStock Entry,stock_entry,55,27,2,8,1,0,0,naming_series:
erpnext,Stock,Stock Entry Detail,child,tabStock Entry Detail,stock_entry_detail,55,21,0,9,0,0,0,hash
erpnext,Stock,Stock Entry Type,master,tabStock Entry Type,stock_entry_type,3,0,0,0,0,0,0,Prompt
