app,module,doctype,kind,frappe_table,proposed_table,columns,links,child_tables,indexes,submittable,tree,single,autoname
frappe,Printing,Letter Head,master,tabLetter Head,letter_head,21,1,0,1,0,0,0,field:letter_head_name
frappe,Printing,Network Printer Settings,master,tabNetwork Printer Settings,network_printer_settings,3,0,0,0,0,0,0,Prompt
frappe,Printing,Print Format,master,tabPrint Format,print_format,33,4,0,1,0,0,0,Prompt
frappe,Printing,Print Format Field Template,master,tabPrint Format Field Template,print_format_field_template,6,2,0,0,0,0,0,Prompt
frappe,Printing,Print Format Snippet,master,tabPrint Format Snippet,print_format_snippet,5,2,0,0,0,0,0,Prompt
frappe,Printing,Print Heading,master,tabPrint Heading,print_heading,2,0,0,0,0,0,0,field:print_heading
frappe,Printing,Print Settings,single,tabPrint Settings,print_settings,16,1,0,0,0,0,1,
frappe,Printing,Print Style,master,tabPrint Style,print_style,5,0,0,0,0,0,0,field:print_style_name
frappe,Website,About Us Settings,single,tabAbout Us Settings,about_us_settings,7,0,2,0,0,0,1,
frappe,Website,About Us Team Member,child,tabAbout Us Team Member,about_us_team_member,3,0,0,0,0,0,0,
frappe,Website,Color,master,tabColor,color,1,0,0,0,0,0,0,Prompt
frappe,Website,Company History,child,tabCompany History,company_history,2,0,0,0,0,0,0,
frappe,Website,Contact Us Settings,single,tabContact Us Settings,contact_us_settings,15,0,0,0,0,0,1,
frappe,Website,Discussion Reply,master,tabDiscussion Reply,discussion_reply,2,1,0,0,0,0,0,REPLY.####
frappe,Website,Discussion Topic,master,tabDiscussion Topic,discussion_topic,3,1,0,0,0,0,0,TOPIC.####
frappe,Website,Help Article,master,tabHelp Article,help_article,10,1,0,0,0,0,0,
frappe,Website,Help Category,master,tabHelp Category,help_category,5,0,0,0,0,0,0,
frappe,Website,Personal Data Deletion Request,master,tabPersonal Data Deletion Request,personal_data_deletion_request,3,0,1,0,0,0,0,
frappe,Website,Personal Data Deletion Step,child,tabPersonal Data Deletion Step,personal_data_deletion_step,5,0,0,0,0,0,0,
frappe,Website,Personal Data Download Request,master,tabPersonal Data Download Request,personal_data_download_request,3,2,0,0,0,0,0,
frappe,Website,Portal Menu Item,child,tabPortal Menu Item,portal_menu_item,6,2,0,0,0,0,0,
frappe,Website,Portal Settings,single,tabPortal Settings,portal_settings,3,1,2,0,0,0,1,
frappe,Website,Social Link Settings,child,tabSocial Link Settings,social_link_settings,3,0,0,0,0,0,0,
frappe,Website,Top Bar Item,child,tabTop Bar Item,top_bar_item,5,0,0,0,0,0,0,
frappe,Website,UTM Campaign,master,tabUTM Campaign,utm_campaign,2,0,0,0,0,0,0,prompt
frappe,Website,UTM Medium,master,tabUTM Medium,utm_medium,2,0,0,0,0,0,0,prompt
frappe,Website,UTM Source,master,tabUTM Source,utm_source,2,0,0,0,0,0,0,prompt
frappe,Website,Web Form,master,tabWeb Form,web_form,40,4,2,0,0,0,0,
frappe,Website,Web Form Field,child,tabWeb Form Field,web_form_field,18,0,0,0,0,0,0,
frappe,Website,Web Form List Column,child,tabWeb Form List Column,web_form_list_column,4,0,0,0,0,0,0,autoincrement
frappe,Website,Web Form Request,master,tabWeb Form Request,web_form_request,6,1,1,1,0,0,0,hash
frappe,Website,Web Page,master,tabWeb Page,web_page,29,3,1,0,0,0,0,
frappe,Website,Web Page Block,child,tabWeb Page Block,web_page_block,13,1,0,0,0,0,0,
frappe,Website,Web Page View,master,tabWeb Page View,web_page_view,12,0,0,2,0,0,0,
frappe,Website,Web Template,master,tabWeb Template,web_template,4,1,1,0,0,0,0,Prompt
frappe,Website,Web Template Field,child,tabWeb Template Field,web_template_field,6,0,0,0,0,0,0,
frappe,Website,Website Meta Tag,child,tabWebsite Meta Tag,website_meta_tag,2,0,0,0,0,0,0,
frappe,Website,Website Route Meta,master,tabWebsite Route Meta,website_route_meta,0,0,1,0,0,0,0,Prompt
frappe,Website,Website Route Redirect,child,tabWebsite Route Redirect,website_route_redirect,4,0,0,0,0,0,0,
frappe,Website,Website Script,single,tabWebsite Script,website_script,1,0,0,0,0,0,1,
frappe,Website,Website Settings,single,tabWebsite Settings,website_settings,38,3,3,0,0,0,1,
frappe,Website,Website Sidebar,master,tabWebsite Sidebar,website_sidebar,1,0,1,0,0,0,0,field:title
frappe,Website,Website Sidebar Item,child,tabWebsite Sidebar Item,website_sidebar_item,3,0,0,0,0,0,0,
frappe,Website,Website Slideshow,master,tabWebsite Slideshow,website_slideshow,2,0,1,0,0,0,0,field:slideshow_name
frappe,Website,Website Slideshow Item,child,tabWebsite Slideshow Item,website_slideshow_item,4,0,0,0,0,0,0,
frappe,Website,Website Theme,master,tabWebsite Theme,website_theme,19,6,1,0,0,0,0,field:theme
frappe,Website,Website Theme Ignore App,child,tabWebsite Theme Ignore App,website_theme_ignore_app,1,0,0,0,0,0,0,
frappe,Workflow,Workflow,master,tabWorkflow,workflow,8,1,2,0,0,0,0,field:workflow_name
frappe,Workflow,Workflow Action,master,tabWorkflow Action,workflow_action,7,4,1,1,0,0,0,
frappe,Workflow,Workflow Action Master,master,tabWorkflow Action Master,workflow_action_master,1,0,0,0,0,0,0,field:workflow_action_name
frappe,Workflow,Workflow Action Permitted Role,child,tabWorkflow Action Permitted Role,workflow_action_permitted_role,1,1,0,0,0,0,0,hash
frappe,Workflow,Workflow Document State,child,tabWorkflow Document State,workflow_document_state,12,3,0,0,0,0,0,
frappe,Workflow,Workflow State,master,tabWorkflow State,workflow_state,3,0,0,0,0,0,0,field:workflow_state_name
frappe,Workflow,Workflow Transition,child,tabWorkflow Transition,workflow_transition,9,5,0,0,0,0,0,
frappe,Workflow,Workflow Transition Task,child,tabWorkflow Transition Task,workflow_transition_task,4,0,0,0,0,0,0,
frappe,Workflow,Workflow Transition Tasks,master,tabWorkflow Transition Tasks,workflow_transition_tasks,0,0,1,0,0,0,0,prompt
hrms,HR,Appointment Letter,master,tabAppointment Letter,appointment_letter,7,3,1,0,0,0,0,HR-APP-LETTER-.#####
hrms,HR,Appointment Letter Template,master,tabAppointment Letter Template,appointment_letter_template,3,0,1,0,0,0,0,field:template_name
hrms,HR,Appointment Letter content,child,tabAppointment Letter content,appointment_letter_content,2,0,0,0,0,0,0,
hrms,HR,Appraisal,transaction,tabAppraisal,appraisal,20,7,3,1,1,0,0,naming_series:
hrms,HR,Appraisal Cycle,master,tabAppraisal Cycle,appraisal_cycle,12,4,1,0,0,0,0,field:cycle_name
hrms,HR,Appraisal Goal,child,tabAppraisal Goal,appraisal_goal,4,0,0,0,0,0,0,hash
hrms,HR,Appraisal KRA,child,tabAppraisal KRA,appraisal_kra,4,1,0,0,0,0,0,hash
hrms,HR,Appraisal Template,master,tabAppraisal Template,appraisal_template,2,0,2,0,0,0,0,field:template_title
hrms,HR,Appraisal Template Goal,child,tabAppraisal Template Goal,appraisal_template_goal,2,1,0,0,0,0,0,hash
hrms,HR,Appraisee,child,tabAppraisee,appraisee,6,4,0,0,0,0,0,
hrms,HR,Attendance,transaction,tabAttendance,attendance,22,9,0,3,1,0,0,naming_series:
hrms,HR,Attendance Request,transaction,tabAttendance Request,attendance_request,13,5,0,0,1,0,0,HR-ARQ-.YY.-.MM.-.#####
hrms,HR,Compensatory Leave Request,transaction,tabCompensatory Leave Request,compensatory_leave_request,11,5,0,0,1,0,0,HR-CMP-.YY.-.MM.-.#####
hrms,HR,Daily Work Summary,master,tabDaily Work Summary,daily_work_summary,3,1,0,0,0,0,0,
hrms,HR,Daily Work Summary Group,master,tabDaily Work Summary Group,daily_work_summary_group,5,1,1,0,0,0,0,Prompt
hrms,HR,Daily Work Summary Group User,child,tabDaily Work Summary Group User,daily_work_summary_group_user,2,1,0,0,0,0,0,
hrms,HR,Department Approver,child,tabDepartment Approver,department_approver,1,1,0,0,0,0,0,hash
hrms,HR,Designation Skill,child,tabDesignation Skill,designation_skill,1,1,0,0,0,0,0,
hrms,HR,Earned Leave Schedule,child,tabEarned Leave Schedule,earned_leave_schedule,7,0,0,0,0,0,0,
hrms,HR,Employee Advance,transaction,tabEmployee Advance,employee_advance,19,7,0,0,1,0,0,naming_series:
hrms,HR,Employee Attendance Tool,single,tabEmployee Attendance Tool,employee_attendance_tool,13,7,0,0,0,0,1,
hrms,HR,Employee Boarding Activity,child,tabEmployee Boarding Activity,employee_boarding_activity,9,3,0,0,0,0,0,
hrms,HR,Employee Checkin,master,tabEmployee Checkin,employee_checkin,17,4,0,2,0,0,0,EMP-CKIN-.MM.-.YYYY.-.######
hrms,HR,Employee Feedback Criteria,master,tabEmployee Feedback Criteria,employee_feedback_criteria,1,0,0,0,0,0,0,field:criteria
hrms,HR,Employee Feedback Rating,child,tabEmployee Feedback Rating,employee_feedback_rating,3,1,0,0,0,0,0,hash
hrms,HR,Employee Grade,master,tabEmployee Grade,employee_grade,3,2,0,0,0,0,0,Prompt
hrms,HR,Employee Grievance,transaction,tabEmployee Grievance,employee_grievance,19,9,0,0,1,0,0,HR-GRIEV-.YYYY.-.#####
hrms,HR,Employee Health Insurance,master,tabEmployee Health Insurance,employee_health_insurance,1,0,0,0,0,0,0,field:health_insurance_name
hrms,HR,Employee Onboarding,transaction,tabEmployee Onboarding,employee_onboarding,16,11,1,0,1,0,0,HR-EMP-ONB-.YYYY.-.#####
hrms,HR,Employee Onboarding Template,master,tabEmployee Onboarding Template,employee_onboarding_template,5,4,1,0,0,0,0,HR-EMP-ONT-.#####
hrms,HR,Employee Performance Feedback,transaction,tabEmployee Performance Feedback,employee_performance_feedback,15,10,1,0,1,0,0,format:HR-PF-{YYYY}-{#####}
hrms,HR,Employee Promotion,transaction,tabEmployee Promotion,employee_promotion,9,5,1,0,1,0,0,HR-EMP-PRO-.YYYY.-.#####
hrms,HR,Employee Property History,child,tabEmployee Property History,employee_property_history,4,0,0,0,0,0,0,
hrms,HR,Employee Referral,transaction,tabEmployee Referral,employee_referral,20,4,0,0,1,0,0,format:HR-REF-{####}
hrms,HR,Employee Separation,transaction,tabEmployee Separation,employee_separation,14,8,1,0,1,0,0,HR-EMP-SEP-.YYYY.-.#####
hrms,HR,Employee Separation Template,master,tabEmployee Separation Template,employee_separation_template,5,4,1,0,0,0,0,HR-EMP-STP-.#####
hrms,HR,Employee Skill,child,tabEmployee Skill,employee_skill,3,1,0,0,0,0,0,
hrms,HR,Employee Skill Map,master,tabEmployee Skill Map,employee_skill_map,3,1,2,0,0,0,0,field:employee
hrms,HR,Employee Training,child,tabEmployee Training,employee_training,2,1,0,0,0,0,0,
hrms,HR,Employee Transfer,transaction,tabEmployee Transfer,employee_transfer,10,6,1,0,1,0,0,HR-EMP-TRN-.YYYY.-.#####
hrms,HR,Employment Type,master,tabEmployment Type,employment_type,1,0,0,0,0,0,0,field:employee_type_name
hrms,HR,Exit Interview,transaction,tabExit Interview,exit_interview,18,7,1,0,1,0,0,naming_series:
hrms,HR,Expected Skill Set,child,tabExpected Skill Set,expected_skill_set,2,1,0,0,0,0,0,
hrms,HR,Expense Claim,transaction,tabExpense Claim,expense_claim,36,15,3,2,1,0,0,naming_series:
hrms,HR,Expense Claim Account,child,tabExpense Claim Account,expense_claim_account,2,2,0,0,0,0,0,
hrms,HR,Expense Claim Advance,child,tabExpense Claim Advance,expense_claim_advance,15,2,0,0,0,0,0,
hrms,HR,Expense Claim Detail,child,tabExpense Claim Detail,expense_claim_detail,10,4,0,0,0,0,0,
hrms,HR,Expense Claim Type,master,tabExpense Claim Type,expense_claim_type,3,0,1,0,0,0,0,field:expense_type
hrms,HR,Expense Taxes and Charges,child,tabExpense Taxes and Charges,expense_taxes_and_charges,9,3,0,0,0,0,0,hash
hrms,HR,Full and Final Asset,child,tabFull and Final Asset,full_and_final_asset,9,2,0,0,0,0,0,
hrms,HR,Full and Final Outstanding Statement,child,tabFull and Final Outstanding Statement,full_and_final_outstanding_statement,8,2,0,1,0,0,0,
hrms,HR,Full and Final Statement,transaction,tabFull and Final Statement,full_and_final_statement,13,5,3,0,1,0,0,HR-FNF-.YYYY.-.#####
hrms,HR,Goal,tree-master,tabGoal,goal,17,6,0,0,0,1,0,format:HR-GOAL-{YYYY}-{####}
hrms,HR,Grievance Type,master,tabGrievance Type,grievance_type,1,0,0,0,0,0,0,Prompt
hrms,HR,HR Settings,single,tabHR Settings,hr_settings,34,9,0,0,0,0,1,
hrms,HR,Holiday List Assignment,transaction,tabHoliday List Assignment,holiday_list_assignment,8,3,0,1,1,0,0,naming_series:
hrms,HR,Identification Document Type,master,tabIdentification Document Type,identification_document_type,1,0,0,0,0,0,0,field:identification_document_type
hrms,HR,Interest,master,tabInterest,interest,1,0,0,0,0,0,0,field:interest
hrms,HR,Interview,transaction,tabInterview,interview,14,5,1,0,1,0,0,HR-INT-.YYYY.-.####
hrms,HR,Interview Detail,child,tabInterview Detail,interview_detail,1,1,0,0,0,0,0,
hrms,HR,Interview Feedback,transaction,tabInterview Feedback,interview_feedback,8,5,1,0,1,0,0,HR-INT-FEED-.####
hrms,HR,Interview Type,master,tabInterview Type,interview_type,4,1,2,0,0,0,0,field:interview_type_name
hrms,HR,Interviewer,child,tabInterviewer,interviewer,1,1,0,0,0,0,0,
hrms,HR,Job Applicant,master,tabJob Applicant,job_applicant,18,7,0,1,0,0,0,HR-APP-.YYYY.-.#####
hrms,HR,Job Applicant Source,master,tabJob Applicant Source,job_applicant_source,2,0,0,0,0,0,0,field:source_name
hrms,HR,Job Offer,transaction,tabJob Offer,job_offer,13,8,1,0,1,0,0,HR-OFF-.YYYY.-.#####
hrms,HR,Job Offer Term,child,tabJob Offer Term,job_offer_term,2,1,0,0,0,0,0,
hrms,HR,Job Offer Term Template,master,tabJob Offer Term Template,job_offer_term_template,1,0,1,0,0,0,0,field:title
hrms,HR,Job Opening,master,tabJob Opening,job_opening,26,9,0,0,0,0,0,HR-OPN-.YYYY.-.####
hrms,HR,Job Opening Template,master,tabJob Opening Template,job_opening_template,11,5,0,0,0,0,0,field:template_title
hrms,HR,Job Requisition,master,tabJob Requisition,job_requisition,17,6,0,0,0,0,0,naming_series:
hrms,HR,KRA,master,tabKRA,kra,2,0,0,0,0,0,0,field:title
hrms,HR,Leave Adjustment,transaction,tabLeave Adjustment,leave_adjustment,14,4,0,1,1,0,0,naming_series:
hrms,HR,Leave Allocation,transaction,tabLeave Allocation,leave_allocation,21,9,1,3,1,0,0,naming_series:
hrms,HR,Leave Application,transaction,tabLeave Application,leave_application,22,8,0,4,1,0,0,naming_series:
hrms,HR,Leave Block List,master,tabLeave Block List,leave_block_list,4,2,2,0,0,0,0,field:leave_block_list_name
hrms,HR,Leave Block List Allow,child,tabLeave Block List Allow,leave_block_list_allow,1,1,0,0,0,0,0,
hrms,HR,Leave Block List Date,child,tabLeave Block List Date,leave_block_list_date,2,0,0,0,0,0,0,
hrms,HR,Leave Control Panel,single,tabLeave Control Panel,leave_control_panel,15,9,0,0,0,0,1,
hrms,HR,Leave Encashment,transaction,tabLeave Encashment,leave_encashment,22,12,0,0,1,0,0,HR-ENC-.YYYY.-.#####
hrms,HR,Leave Ledger Entry,transaction,tabLeave Ledger Entry,leave_ledger_entry,14,6,0,3,1,0,0,
hrms,HR,Leave Period,master,tabLeave Period,leave_period,5,2,0,0,0,0,0,HR-LPR-.YYYY.-.#####
hrms,HR,Leave Policy,transaction,tabLeave Policy,leave_policy,2,1,1,0,1,0,0,HR-LPOL-.YYYY.-.#####
hrms,HR,Leave Policy Assignment,transaction,tabLeave Policy Assignment,leave_policy_assignment,11,5,0,0,1,0,0,HR-LPOL-ASSGN-.#####
hrms,HR,Leave Policy Detail,child,tabLeave Policy Detail,leave_policy_detail,2,1,0,0,0,0,0,
hrms,HR,Leave Type,master,tabLeave Type,leave_type,23,1,0,0,0,0,0,field:leave_type_name
hrms,HR,Offer Term,master,tabOffer Term,offer_term,1,0,0,0,0,0,0,field:offer_term
hrms,HR,Overtime Details,child,tabOvertime Details,overtime_details,6,2,0,0,0,0,0,
hrms,HR,Overtime Salary Component,child,tabOvertime Salary Component,overtime_salary_component,1,1,0,0,0,0,0,
hrms,HR,Overtime Slip,transaction,tabOvertime Slip,overtime_slip,12,6,1,1,1,0,0,HR-OT-SLIP-.#####
hrms,HR,Overtime Type,master,tabOvertime Type,overtime_type,9,1,1,0,0,0,0,Prompt
hrms,HR,PWA Notification,master,tabPWA Notification,pwa_notification,6,3,0,1,0,0,0,autoincrement
hrms,HR,Purpose of Travel,master,tabPurpose of Travel,purpose_of_travel,1,0,0,0,0,0,0,field:purpose_of_travel
hrms,HR,Shift Assignment,transaction,tabShift Assignment,shift_assignment,13,9,0,2,1,0,0,HR-SHA-.YY.-.MM.-.#####
hrms,HR,Shift Assignment Tool,single,tabShift Assignment Tool,shift_assignment_tool,17,11,0,0,0,0,1,
hrms,HR,Shift Location,master,tabShift Location,shift_location,5,0,0,0,0,0,0,field:location_name
hrms,HR,Shift Request,transaction,tabShift Request,shift_request,10,6,0,0,1,0,0,HR-SHR-.YY.-.MM.-.#####
hrms,HR,Shift Schedule,transaction,tabShift Schedule,shift_schedule,3,2,1,1,1,0,0,prompt
hrms,HR,Shift Schedule Assignment,master,tabShift Schedule Assignment,shift_schedule_assignment,8,4,0,0,0,0,0,HR-SHSA-.YY.-.MM.-.#####
hrms,HR,Shift Type,master,tabShift Type,shift_type,21,2,0,0,0,0,0,prompt
hrms,HR,Skill,master,tabSkill,skill,2,0,0,0,0,0,0,field:skill_name
hrms,HR,Skill Assessment,child,tabSkill Assessment,skill_assessment,2,1,0,0,0,0,0,
hrms,HR,Staffing Plan,transaction,tabStaffing Plan,staffing_plan,6,3,1,0,1,0,0,prompt
hrms,HR,Staffing Plan Detail,child,tabStaffing Plan Detail,staffing_plan_detail,7,1,0,0,0,0,0,
hrms,HR,Training Event,transaction,tabTraining Event,training_event,18,4,1,0,1,0,0,field:event_name
hrms,HR,Training Event Employee,child,tabTraining Event Employee,training_event_employee,6,2,0,0,0,0,0,
hrms,HR,Training Feedback,transaction,tabTraining Feedback,training_feedback,9,4,0,0,1,0,0,HR-TRF-.YYYY.-.#####
hrms,HR,Training Program,master,tabTraining Program,training_program,9,3,0,0,0,0,0,field:training_program
hrms,HR,Training Result,transaction,tabTraining Result,training_result,3,2,1,0,1,0,0,HR-TRR-.YYYY.-.#####
hrms,HR,Training Result Employee,child,tabTraining Result Employee,training_result_employee,6,2,0,0,0,0,0,
hrms,HR,Travel Itinerary,child,tabTravel Itinerary,travel_itinerary,13,0,0,0,0,0,0,
hrms,HR,Travel Request,transaction,tabTravel Request,travel_request,20,6,2,0,1,0,0,HR-TRQ-.YYYY.-.#####
hrms,HR,Travel Request Costing,child,tabTravel Request Costing,travel_request_costing,5,1,0,0,0,0,0,
hrms,HR,Vehicle Log,transaction,tabVehicle Log,vehicle_log,13,4,1,0,1,0,0,naming_series:
hrms,HR,Vehicle Service,child,tabVehicle Service,vehicle_service,4,1,0,0,0,0,0,
hrms,HR,Vehicle Service Item,master,tabVehicle Service Item,vehicle_service_item,1,0,0,0,0,0,0,field:service_item
hrms,Payroll,Additional Salary,transaction,tabAdditional Salary,additional_salary,19,7,0,3,1,0,0,naming_series:
hrms,Payroll,Arrear,transaction,tabArrear,arrear,9,6,3,1,1,0,0,format:{Arrear}/{employee}/{#####}
hrms,Payroll,Bulk Salary Structure Assignment,single,tabBulk Salary Structure Assignment,bulk_salary_structure_assignment,11,10,0,0,0,0,1,
hrms,Payroll,Employee Benefit Application,transaction,tabEmployee Benefit Application,employee_benefit_application,11,6,1,0,1,0,0,HR-BEN-APP-.YY.-.MM.-.#####
hrms,Payroll,Employee Benefit Application Detail,child,tabEmployee Benefit Application Detail,employee_benefit_application_detail,3,1,0,0,0,0,0,
hrms,Payroll,Employee Benefit Claim,transaction,tabEmployee Benefit Claim,employee_benefit_claim,12,6,0,0,1,0,0,HR-BEN-CLM-.YY.-.MM.-.#####
hrms,Payroll,Employee Benefit Detail,child,tabEmployee Benefit Detail,employee_benefit_detail,2,1,0,0,0,0,0,
hrms,Payroll,Employee Benefit Ledger,master,tabEmployee Benefit Ledger,employee_benefit_ledger,14,5,0,3,0,0,0,
hrms,Payroll,Employee Cost Center,child,tabEmployee Cost Center,employee_cost_center,2,1,0,0,0,0,0,
hrms,Payroll,Employee Incentive,transaction,tabEmployee Incentive,employee_incentive,9,6,0,0,1,0,0,HR-EINV-.YY.-.MM.-.#####
hrms,Payroll,Employee Other Income,transaction,tabEmployee Other Income,employee_other_income,7,4,0,3,1,0,0,HR-INCOME-.######
hrms,Payroll,Employee Tax Exemption Category,master,tabEmployee Tax Exemption Category,employee_tax_exemption_category,3,0,0,0,0,0,0,Prompt
hrms,Payroll,Employee Tax Exemption Declaration,transaction,tabEmployee Tax Exemption Declaration,employee_tax_exemption_declaration,9,6,1,0,1,0,0,HR-TAX-DEC-.YYYY.-.#####
hrms,Payroll,Employee Tax Exemption Declaration Category,child,tabEmployee Tax Exemption Declaration Category,employee_tax_exemption_declaration_category,4,2,0,0,0,0,0,
hrms,Payroll,Employee Tax Exemption Proof Submission,transaction,tabEmployee Tax Exemption Proof Submission,employee_tax_exemption_proof_submission,11,6,1,0,1,0,0,HR-TAX-PRF-.YYYY.-.#####
hrms,Payroll,Employee Tax Exemption Proof Submission Detail,child,tabEmployee Tax Exemption Proof Submission Detail,employee_tax_exemption_proof_submission_detail,6,1,0,0,0,0,0,
hrms,Payroll,Employee Tax Exemption Sub Category,master,tabEmployee Tax Exemption Sub Category,employee_tax_exemption_sub_category,4,1,0,0,0,0,0,Prompt
hrms,Payroll,Gratuity,transaction,tabGratuity,gratuity,19,10,0,1,1,0,0,HR-GRA-PAY-.#####
hrms,Payroll,Gratuity Applicable Component,child,tabGratuity Applicable Component,gratuity_applicable_component,1,1,0,0,0,0,0,
hrms,Payroll,Gratuity Rule,master,tabGratuity Rule,gratuity_rule,5,0,2,0,0,0,0,Prompt
hrms,Payroll,Gratuity Rule Slab,child,tabGratuity Rule Slab,gratuity_rule_slab,3,0,0,0,0,0,0,
hrms,Payroll,Income Tax Slab,transaction,tabIncome Tax Slab,income_tax_slab,8,3,2,0,1,0,0,Prompt
hrms,Payroll,Income Tax Slab Other Charges,child,tabIncome Tax Slab Other Charges,income_tax_slab_other_charges,4,0,0,0,0,0,0,
hrms,Payroll,Payroll Correction,transaction,tabPayroll Correction,payroll_correction,13,6,3,1,1,0,0,format:PAYCORR-{payroll_period}-{#####}
hrms,Payroll,Payroll Correction Child,child,tabPayroll Correction Child,payroll_correction_child,2,1,0,0,0,0,0,
hrms,Payroll,Payroll Employee Detail,child,tabPayroll Employee Detail,payroll_employee_detail,5,2,0,0,0,0,0,
hrms,Payroll,Payroll Entry,transaction,tabPayroll Entry,payroll_entry,26,12,1,0,1,0,0,HR-PRUN-.YYYY.-.#####
hrms,Payroll,Payroll Period,master,tabPayroll Period,payroll_period,3,1,1,0,0,0,0,Prompt
hrms,Payroll,Payroll Period Date,child,tabPayroll Period Date,payroll_period_date,2,0,0,0,0,0,0,
hrms,Payroll,Payroll Settings,single,tabPayroll Settings,payroll_settings,18,3,0,0,0,0,1,
hrms,Payroll,Retention Bonus,transaction,tabRetention Bonus,retention_bonus,10,6,0,0,1,0,0,HR-RTB-.YYYY.-.#####
hrms,Payroll,Salary Component,master,tabSalary Component,salary_component,26,0,1,1,0,0,0,field:salary_component
hrms,Payroll,Salary Component Account,child,tabSalary Component Account,salary_component_account,2,2,0,0,0,0,0,
hrms,Payroll,Salary Detail,child,tabSalary Detail,salary_detail,23,2,0,4,0,0,0,
hrms,Payroll,Salary Slip,transaction,tabSalary Slip,salary_slip,62,13,5,6,1,0,0,
hrms,Payroll,Salary Slip Leave,child,tabSalary Slip Leave,salary_slip_leave,6,1,0,0,0,0,0,
hrms,Payroll,Salary Slip Loan,child,tabSalary Slip Loan,salary_slip_loan,8,5,0,0,0,0,0,
hrms,Payroll,Salary Slip Timesheet,child,tabSalary Slip Timesheet,salary_slip_timesheet,2,1,0,0,0,0,0,
hrms,Payroll,Salary Structure,transaction,tabSalary Structure,salary_structure,17,7,4,4,1,0,0,Prompt
hrms,Payroll,Salary Structure Assignment,transaction,tabSalary Structure Assignment,salary_structure_assignment,20,10,2,2,1,0,0,HR-SSA-.YY.-.MM.-.#####
hrms,Payroll,Salary Withholding,transaction,tabSalary Withholding,salary_withholding,13,3,1,2,1,0,0,format:SAL-WTH-{#####}
hrms,Payroll,Salary Withholding Cycle,child,tabSalary Withholding Cycle,salary_withholding_cycle,4,1,0,0,0,0,0,
hrms,Payroll,Taxable Salary Slab,child,tabTaxable Salary Slab,taxable_salary_slab,4,0,0,0,0,0,0,
payments,Payment Gateways,Braintree Settings,master,tabBraintree Settings,braintree_settings,6,0,0,0,0,0,0,field:gateway_name
payments,Payment Gateways,GoCardless Mandate,master,tabGoCardless Mandate,gocardless_mandate,3,0,0,0,0,0,0,field:mandate
payments,Payment Gateways,GoCardless Settings,master,tabGoCardless Settings,gocardless_settings,5,0,0,0,0,0,0,field:gateway_name
payments,Payment Gateways,Mpesa Settings,master,tabMpesa Settings,mpesa_settings,11,0,0,0,0,0,0,field:payment_gateway_name
payments,Payment Gateways,PayPal Settings,single,tabPayPal Settings,paypal_settings,5,0,0,0,0,0,1,
payments,Payment Gateways,Paymob Settings,single,tabPaymob Settings,paymob_settings,9,0,0,0,0,0,1,
payments,Payment Gateways,Paytm Settings,single,tabPaytm Settings,paytm_settings,5,0,0,0,0,0,1,
payments,Payment Gateways,Razorpay Settings,single,tabRazorpay Settings,razorpay_settings,3,0,0,0,0,0,1,
payments,Payment Gateways,Stripe Settings,master,tabStripe Settings,stripe_settings,5,0,0,0,0,0,0,field:gateway_name
payments,Payments,Payment Gateway,master,tabPayment Gateway,payment_gateway,3,1,0,0,0,0,0,field:gateway
webshop,Webshop,Homepage Featured Product,child,tabHomepage Featured Product,homepage_featured_product,6,1,0,0,0,0,0,
webshop,Webshop,Item Review,master,tabItem Review,item_review,8,4,0,0,0,0,0,
webshop,Webshop,Recommended Items,child,tabRecommended Items,recommended_items,6,1,0,0,0,0,0,
webshop,Webshop,Webshop Settings,single,tabWebshop Settings,webshop_settings,33,5,2,0,0,0,1,
webshop,Webshop,Website Item,master,tabWebsite Item,website_item,23,7,5,3,0,0,0,naming_series
webshop,Webshop,Website Item Tabbed Section,child,tabWebsite Item Tabbed Section,website_item_tabbed_section,2,0,0,0,0,0,0,
webshop,Webshop,Website Offer,child,tabWebsite Offer,website_offer,3,0,0,0,0,0,0,
webshop,Webshop,Wishlist,master,tabWishlist,wishlist,1,1,1,0,0,0,0,field:user
webshop,Webshop,Wishlist Item,child,tabWishlist Item,wishlist_item,9,4,0,0,0,0,0,
