app,module,from_doctype,fieldname,relation,to_doctype,to_origin
erpnext,Accounts,Unreconcile Payment Entries,account_currency,link,Currency,frappe/Geo
erpnext,Accounts,Unreconcile Payment Entries,reference_name,dynamic_link,<reference_doctype>,polymorphic
erpnext,Assets,Asset,item_code,link,Item,erpnext/Stock
erpnext,Assets,Asset,asset_category,link,Asset Category,erpnext/Assets
erpnext,Assets,Asset,asset_owner_company,link,Company,erpnext/Setup
erpnext,Assets,Asset,supplier,link,Supplier,erpnext/Buying
erpnext,Assets,Asset,customer,link,Customer,erpnext/Selling
erpnext,Assets,Asset,company,link,Company,erpnext/Setup
erpnext,Assets,Asset,location,link,Location,erpnext/Assets
erpnext,Assets,Asset,custodian,link,Employee,erpnext/Setup
erpnext,Assets,Asset,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Assets,Asset,department,link,Department,erpnext/Setup
erpnext,Assets,Asset,journal_entry_for_scrap,link,Journal Entry,erpnext/Accounts
erpnext,Assets,Asset,purchase_receipt,link,Purchase Receipt,erpnext/Stock
erpnext,Assets,Asset,purchase_invoice,link,Purchase Invoice,erpnext/Accounts
erpnext,Assets,Asset,default_finance_book,link,Finance Book,erpnext/Accounts
erpnext,Assets,Asset,amended_from,link,Asset,erpnext/Assets
erpnext,Assets,Asset,split_from,link,Asset,erpnext/Assets
erpnext,Assets,Asset,finance_books,child_table,Asset Finance Book,erpnext/Assets
erpnext,Assets,Asset Activity,asset,link,Asset,erpnext/Assets
erpnext,Assets,Asset Activity,user,link,User,frappe/Core
erpnext,Assets,Asset Capitalization,target_item_code,link,Item,erpnext/Stock
erpnext,Assets,Asset Capitalization,target_asset,link,Asset,erpnext/Assets
erpnext,Assets,Asset Capitalization,company,link,Company,erpnext/Setup
erpnext,Assets,Asset Capitalization,amended_from,link,Asset Capitalization,erpnext/Assets
erpnext,Assets,Asset Capitalization,finance_book,link,Finance Book,erpnext/Accounts
erpnext,Assets,Asset Capitalization,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Assets,Asset Capitalization,project,link,Project,erpnext/Projects
erpnext,Assets,Asset Capitalization,target_fixed_asset_account,link,Account,erpnext/Accounts
erpnext,Assets,Asset Capitalization,stock_items,child_table,Asset Capitalization Stock Item,erpnext/Assets
erpnext,Assets,Asset Capitalization,asset_items,child_table,Asset Capitalization Asset Item,erpnext/Assets
erpnext,Assets,Asset Capitalization,service_items,child_table,Asset Capitalization Service Item,erpnext/Assets
erpnext,Assets,Asset Capitalization Asset Item,asset,link,Asset,erpnext/Assets
erpnext,Assets,Asset Capitalization Asset Item,item_code,link,Item,erpnext/Stock
erpnext,Assets,Asset Capitalization Asset Item,fixed_asset_account,link,Account,erpnext/Accounts
erpnext,Assets,Asset Capitalization Asset Item,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Assets,Asset Capitalization Asset Item,project,link,Project,erpnext/Projects
erpnext,Assets,Asset Capitalization Asset Item,finance_book,link,Finance Book,erpnext/Accounts
erpnext,Assets,Asset Capitalization Service Item,item_code,link,Item,erpnext/Stock
erpnext,Assets,Asset Capitalization Service Item,expense_account,link,Account,erpnext/Accounts
erpnext,Assets,Asset Capitalization Service Item,uom,link,UOM,erpnext/Setup
erpnext,Assets,Asset Capitalization Service Item,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Assets,Asset Capitalization Stock Item,warehouse,link,Warehouse,erpnext/Stock
erpnext,Assets,Asset Capitalization Stock Item,batch_no,link,Batch,erpnext/Stock
erpnext,Assets,Asset Capitalization Stock Item,stock_uom,link,UOM,erpnext/Setup
erpnext,Assets,Asset Capitalization Stock Item,item_code,link,Item,erpnext/Stock
erpnext,Assets,Asset Capitalization Stock Item,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Assets,Asset Capitalization Stock Item,serial_and_batch_bundle,link,Serial and Batch Bundle,erpnext/Stock
erpnext,Assets,Asset Category,finance_books,child_table,Asset Finance Book,erpnext/Assets
erpnext,Assets,Asset Category,accounts,child_table,Asset Category Account,erpnext/Assets
erpnext,Assets,Asset Category Account,company_name,link,Company,erpnext/Setup
erpnext,Assets,Asset Category Account,fixed_asset_account,link,Account,erpnext/Accounts
erpnext,Assets,Asset Category Account,accumulated_depreciation_account,link,Account,erpnext/Accounts
erpnext,Assets,Asset Category Account,depreciation_expense_account,link,Account,erpnext/Accounts
erpnext,Assets,Asset Category Account,capital_work_in_progress_account,link,Account,erpnext/Accounts
erpnext,Assets,Asset Depreciation Schedule,asset,link,Asset,erpnext/Assets
erpnext,Assets,Asset Depreciation Schedule,amended_from,link,Asset Depreciation Schedule,erpnext/Assets
erpnext,Assets,Asset Depreciation Schedule,finance_book,link,Finance Book,erpnext/Accounts
erpnext,Assets,Asset Depreciation Schedule,company,link,Company,erpnext/Setup
erpnext,Assets,Asset Depreciation Schedule,depreciation_schedule,child_table,Depreciation Schedule,erpnext/Assets
erpnext,Assets,Asset Finance Book,finance_book,link,Finance Book,erpnext/Accounts
erpnext,Assets,Asset Maintenance,asset_name,link,Asset,erpnext/Assets
erpnext,Assets,Asset Maintenance,company,link,Company,erpnext/Setup
erpnext,Assets,Asset Maintenance,maintenance_team,link,Asset Maintenance Team,erpnext/Assets
erpnext,Assets,Asset Maintenance,asset_maintenance_tasks,child_table,Asset Maintenance Task,erpnext/Assets
erpnext,Assets,Asset Maintenance Log,asset_maintenance,link,Asset Maintenance,erpnext/Assets
erpnext,Assets,Asset Maintenance Log,task,link,Asset Maintenance Task,erpnext/Assets
erpnext,Assets,Asset Maintenance Log,amended_from,link,Asset Maintenance Log,erpnext/Assets
erpnext,Assets,Asset Maintenance Task,assign_to,link,User,frappe/Core
erpnext,Assets,Asset Maintenance Team,maintenance_manager,link,User,frappe/Core
erpnext,Assets,Asset Maintenance Team,company,link,Company,erpnext/Setup
erpnext,Assets,Asset Maintenance Team,maintenance_team_members,child_table,Maintenance Team Member,erpnext/Assets
erpnext,Assets,Asset Movement,company,link,Company,erpnext/Setup
erpnext,Assets,Asset Movement,reference_doctype,link,DocType,frappe/Core
erpnext,Assets,Asset Movement,amended_from,link,Asset Movement,erpnext/Assets
erpnext,Assets,Asset Movement,assets,child_table,Asset Movement Item,erpnext/Assets
erpnext,Assets,Asset Movement,reference_name,dynamic_link,<reference_doctype>,polymorphic
erpnext,Assets,Asset Movement Item,asset,link,Asset,erpnext/Assets
erpnext,Assets,Asset Movement Item,source_location,link,Location,erpnext/Assets
erpnext,Assets,Asset Movement Item,target_location,link,Location,erpnext/Assets
erpnext,Assets,Asset Movement Item,from_employee,link,Employee,erpnext/Setup
erpnext,Assets,Asset Movement Item,to_employee,link,Employee,erpnext/Setup
erpnext,Assets,Asset Movement Item,company,link,Company,erpnext/Setup
erpnext,Assets,Asset Repair,amended_from,link,Asset Repair,erpnext/Assets
erpnext,Assets,Asset Repair,asset,link,Asset,erpnext/Assets
erpnext,Assets,Asset Repair,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Assets,Asset Repair,project,link,Project,erpnext/Projects
erpnext,Assets,Asset Repair,company,link,Company,erpnext/Setup
erpnext,Assets,Asset Repair,stock_items,child_table,Asset Repair Consumed Item,erpnext/Assets
erpnext,Assets,Asset Repair,invoices,child_table,Asset Repair Purchase Invoice,erpnext/Assets
erpnext,Assets,Asset Repair Consumed Item,item_code,link,Item,erpnext/Stock
erpnext,Assets,Asset Repair Consumed Item,serial_and_batch_bundle,link,Serial and Batch Bundle,erpnext/Stock
erpnext,Assets,Asset Repair Consumed Item,warehouse,link,Warehouse,erpnext/Stock
erpnext,Assets,Asset Repair Purchase Invoice,purchase_invoice,link,Purchase Invoice,erpnext/Accounts
erpnext,Assets,Asset Repair Purchase Invoice,expense_account,link,Account,erpnext/Accounts
erpnext,Assets,Asset Shift Allocation,amended_from,link,Asset Shift Allocation,erpnext/Assets
erpnext,Assets,Asset Shift Allocation,asset,link,Asset,erpnext/Assets
erpnext,Assets,Asset Shift Allocation,finance_book,link,Finance Book,erpnext/Accounts
erpnext,Assets,Asset Shift Allocation,depreciation_schedule,child_table,Depreciation Schedule,erpnext/Assets
erpnext,Assets,Asset Value Adjustment,company,link,Company,erpnext/Setup
erpnext,Assets,Asset Value Adjustment,asset,link,Asset,erpnext/Assets
erpnext,Assets,Asset Value Adjustment,finance_book,link,Finance Book,erpnext/Accounts
erpnext,Assets,Asset Value Adjustment,journal_entry,link,Journal Entry,erpnext/Accounts
erpnext,Assets,Asset Value Adjustment,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Assets,Asset Value Adjustment,amended_from,link,Asset Value Adjustment,erpnext/Assets
erpnext,Assets,Asset Value Adjustment,difference_account,link,Account,erpnext/Accounts
erpnext,Assets,Depreciation Schedule,journal_entry,link,Journal Entry,erpnext/Accounts
erpnext,Assets,Depreciation Schedule,shift,link,Asset Shift Factor,erpnext/Assets
erpnext,Assets,Linked Location,location,link,Location,erpnext/Assets
erpnext,Assets,Location,parent_location,link,Location,erpnext/Assets
erpnext,Assets,Location,area_uom,link,UOM,erpnext/Setup
erpnext,Assets,Maintenance Team Member,team_member,link,User,frappe/Core
erpnext,Assets,Maintenance Team Member,maintenance_role,link,Role,frappe/Core
erpnext,Bulk Transaction,Bulk Transaction Log Detail,from_doctype,link,DocType,frappe/Core
erpnext,Bulk Transaction,Bulk Transaction Log Detail,to_doctype,link,DocType,frappe/Core
erpnext,Bulk Transaction,Bulk Transaction Log Detail,transaction_name,dynamic_link,<from_doctype>,polymorphic
erpnext,Buying,Buying Settings,supplier_group,link,Supplier Group,erpnext/Setup
erpnext,Buying,Buying Settings,buying_price_list,link,Price List,erpnext/Stock
erpnext,Buying,Buying Settings,role_to_override_stop_action,link,Role,frappe/Core
erpnext,Buying,Buying Settings,fixed_email,link,Email Account,frappe/Email
erpnext,Buying,Customer Number At Supplier,company,link,Company,erpnext/Setup
erpnext,Buying,Purchase Order,supplier,link,Supplier,erpnext/Buying
erpnext,Buying,Purchase Order,company,link,Company,erpnext/Setup
erpnext,Buying,Purchase Order,amended_from,link,Purchase Order,erpnext/Buying
erpnext,Buying,Purchase Order,customer,link,Customer,erpnext/Selling
erpnext,Buying,Purchase Order,customer_contact_person,link,Contact,frappe/Contacts
erpnext,Buying,Purchase Order,supplier_address,link,Address,frappe/Contacts
erpnext,Buying,Purchase Order,contact_person,link,Contact,frappe/Contacts
erpnext,Buying,Purchase Order,shipping_address,link,Address,frappe/Contacts
erpnext,Buying,Purchase Order,currency,link,Currency,frappe/Geo
erpnext,Buying,Purchase Order,buying_price_list,link,Price List,erpnext/Stock
erpnext,Buying,Purchase Order,price_list_currency,link,Currency,frappe/Geo
erpnext,Buying,Purchase Order,set_warehouse,link,Warehouse,erpnext/Stock
erpnext,Buying,Purchase Order,supplier_warehouse,link,Warehouse,erpnext/Stock
erpnext,Buying,Purchase Order,taxes_and_charges,link,Purchase Taxes and Charges Template,erpnext/Accounts
erpnext,Buying,Purchase Order,shipping_rule,link,Shipping Rule,erpnext/Accounts
erpnext,Buying,Purchase Order,payment_terms_template,link,Payment Terms Template,erpnext/Accounts
erpnext,Buying,Purchase Order,tc_name,link,Terms and Conditions,erpnext/Setup
erpnext,Buying,Purchase Order,ref_sq,link,Supplier Quotation,erpnext/Buying
erpnext,Buying,Purchase Order,party_account_currency,link,Currency,frappe/Geo
erpnext,Buying,Purchase Order,inter_company_order_reference,link,Sales Order,erpnext/Selling
erpnext,Buying,Purchase Order,letter_head,link,Letter Head,frappe/Printing
erpnext,Buying,Purchase Order,select_print_heading,link,Print Heading,frappe/Printing
erpnext,Buying,Purchase Order,auto_repeat,link,Auto Repeat,frappe/Automation
erpnext,Buying,Purchase Order,tax_category,link,Tax Category,erpnext/Accounts
erpnext,Buying,Purchase Order,set_reserve_warehouse,link,Warehouse,erpnext/Stock
erpnext,Buying,Purchase Order,billing_address,link,Address,frappe/Contacts
erpnext,Buying,Purchase Order,represents_company,link,Company,erpnext/Setup
erpnext,Buying,Purchase Order,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Buying,Purchase Order,project,link,Project,erpnext/Projects
erpnext,Buying,Purchase Order,set_from_warehouse,link,Warehouse,erpnext/Stock
erpnext,Buying,Purchase Order,incoterm,link,Incoterm,erpnext/Setup
erpnext,Buying,Purchase Order,dispatch_address,link,Address,frappe/Contacts
erpnext,Buying,Purchase Order,supplier_group,link,Supplier Group,erpnext/Setup
erpnext,Buying,Purchase Order,mps,link,Master Production Schedule,erpnext/Manufacturing
erpnext,Buying,Purchase Order,items,child_table,Purchase Order Item,erpnext/Buying
erpnext,Buying,Purchase Order,pricing_rules,child_table,Pricing Rule Detail,erpnext/Accounts
erpnext,Buying,Purchase Order,taxes,child_table,Purchase Taxes and Charges,erpnext/Accounts
erpnext,Buying,Purchase Order,payment_schedule,child_table,Payment Schedule,erpnext/Accounts
erpnext,Buying,Purchase Order,item_wise_tax_details,child_table,Item Wise Tax Detail,erpnext/Accounts
erpnext,Buying,Purchase Order Item,item_code,link,Item,erpnext/Stock
erpnext,Buying,Purchase Order Item,stock_uom,link,UOM,erpnext/Setup
erpnext,Buying,Purchase Order Item,uom,link,UOM,erpnext/Setup
erpnext,Buying,Purchase Order Item,weight_uom,link,UOM,erpnext/Setup
erpnext,Buying,Purchase Order Item,warehouse,link,Warehouse,erpnext/Stock
erpnext,Buying,Purchase Order Item,project,link,Project,erpnext/Projects
erpnext,Buying,Purchase Order Item,material_request,link,Material Request,erpnext/Stock
erpnext,Buying,Purchase Order Item,sales_order,link,Sales Order,erpnext/Selling
erpnext,Buying,Purchase Order Item,supplier_quotation,link,Supplier Quotation,erpnext/Buying
erpnext,Buying,Purchase Order Item,supplier_quotation_item,link,Supplier Quotation Item,erpnext/Buying
erpnext,Buying,Purchase Order Item,blanket_order,link,Blanket Order,erpnext/Manufacturing
erpnext,Buying,Purchase Order Item,item_group,link,Item Group,erpnext/Setup
erpnext,Buying,Purchase Order Item,brand,link,Brand,erpnext/Setup
erpnext,Buying,Purchase Order Item,bom,link,BOM,erpnext/Manufacturing
erpnext,Buying,Purchase Order Item,expense_account,link,Account,erpnext/Accounts
erpnext,Buying,Purchase Order Item,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Buying,Purchase Order Item,item_tax_template,link,Item Tax Template,erpnext/Accounts
erpnext,Buying,Purchase Order Item,manufacturer,link,Manufacturer,erpnext/Stock
erpnext,Buying,Purchase Order Item,production_plan,link,Production Plan,erpnext/Manufacturing
erpnext,Buying,Purchase Order Item,product_bundle,link,Product Bundle,erpnext/Selling
erpnext,Buying,Purchase Order Item,fg_item,link,Item,erpnext/Stock
erpnext,Buying,Purchase Order Item,from_warehouse,link,Warehouse,erpnext/Stock
erpnext,Buying,Purchase Order Item,wip_composite_asset,link,Asset,erpnext/Assets
erpnext,Buying,Purchase Order Item,job_card,link,Job Card,erpnext/Manufacturing
erpnext,Buying,Purchase Receipt Item Supplied,main_item_code,link,Item,erpnext/Stock
erpnext,Buying,Purchase Receipt Item Supplied,rm_item_code,link,Item,erpnext/Stock
erpnext,Buying,Purchase Receipt Item Supplied,batch_no,link,Batch,erpnext/Stock
erpnext,Buying,Purchase Receipt Item Supplied,stock_uom,link,UOM,erpnext/Setup
erpnext,Buying,Purchase Receipt Item Supplied,purchase_order,link,Purchase Order,erpnext/Buying
erpnext,Buying,Request for Quotation,company,link,Company,erpnext/Setup
erpnext,Buying,Request for Quotation,vendor,link,Supplier,erpnext/Buying
erpnext,Buying,Request for Quotation,email_template,link,Email Template,frappe/Email
erpnext,Buying,Request for Quotation,tc_name,link,Terms and Conditions,erpnext/Setup
erpnext,Buying,Request for Quotation,select_print_heading,link,Print Heading,frappe/Printing
erpnext,Buying,Request for Quotation,letter_head,link,Letter Head,frappe/Printing
erpnext,Buying,Request for Quotation,opportunity,link,Opportunity,erpnext/CRM
erpnext,Buying,Request for Quotation,amended_from,link,Request for Quotation,erpnext/Buying
erpnext,Buying,Request for Quotation,incoterm,link,Incoterm,erpnext/Setup
erpnext,Buying,Request for Quotation,billing_address,link,Address,frappe/Contacts
erpnext,Buying,Request for Quotation,shipping_address,link,Address,frappe/Contacts
erpnext,Buying,Request for Quotation,suppliers,child_table,Request for Quotation Supplier,erpnext/Buying
erpnext,Buying,Request for Quotation,items,child_table,Request for Quotation Item,erpnext/Buying
erpnext,Buying,Request for Quotation Item,item_code,link,Item,erpnext/Stock
erpnext,Buying,Request for Quotation Item,uom,link,UOM,erpnext/Setup
erpnext,Buying,Request for Quotation Item,warehouse,link,Warehouse,erpnext/Stock
erpnext,Buying,Request for Quotation Item,project_name,link,Project,erpnext/Projects
erpnext,Buying,Request for Quotation Item,material_request,link,Material Request,erpnext/Stock
erpnext,Buying,Request for Quotation Item,brand,link,Brand,erpnext/Setup
erpnext,Buying,Request for Quotation Item,item_group,link,Item Group,erpnext/Setup
erpnext,Buying,Request for Quotation Item,stock_uom,link,UOM,erpnext/Setup
erpnext,Buying,Request for Quotation Item,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Buying,Request for Quotation Supplier,supplier,link,Supplier,erpnext/Buying
erpnext,Buying,Request for Quotation Supplier,contact,link,Contact,frappe/Contacts
erpnext,Buying,Supplier,country,link,Country,frappe/Geo
erpnext,Buying,Supplier,default_bank_account,link,Bank Account,erpnext/Accounts
erpnext,Buying,Supplier,tax_category,link,Tax Category,erpnext/Accounts
erpnext,Buying,Supplier,tax_withholding_category,link,Tax Withholding Category,erpnext/Accounts
erpnext,Buying,Supplier,represents_company,link,Company,erpnext/Setup
erpnext,Buying,Supplier,supplier_group,link,Supplier Group,erpnext/Setup
erpnext,Buying,Supplier,language,link,Language,frappe/Core
erpnext,Buying,Supplier,default_currency,link,Currency,frappe/Geo
erpnext,Buying,Supplier,default_price_list,link,Price List,erpnext/Stock
erpnext,Buying,Supplier,payment_terms,link,Payment Terms Template,erpnext/Accounts
erpnext,Buying,Supplier,supplier_primary_contact,link,Contact,frappe/Contacts
erpnext,Buying,Supplier,supplier_primary_address,link,Address,frappe/Contacts
erpnext,Buying,Supplier,tax_withholding_group,link,Tax Withholding Group,erpnext/Accounts
erpnext,Buying,Supplier,gender,link,Gender,frappe/Contacts
erpnext,Buying,Supplier,companies,child_table,Allowed To Transact With,erpnext/Accounts
erpnext,Buying,Supplier,accounts,child_table,Party Account,erpnext/Accounts
erpnext,Buying,Supplier,allowed_companies,multiselect,Company Restriction,erpnext/Stock
erpnext,Buying,Supplier,portal_users,child_table,Portal User,erpnext/Utilities
erpnext,Buying,Supplier,customer_numbers,child_table,Customer Number At Supplier,erpnext/Buying
erpnext,Buying,Supplier Quotation,supplier,link,Supplier,erpnext/Buying
erpnext,Buying,Supplier Quotation,amended_from,link,Supplier Quotation,erpnext/Buying
erpnext,Buying,Supplier Quotation,company,link,Company,erpnext/Setup
erpnext,Buying,Supplier Quotation,supplier_address,link,Address,frappe/Contacts
erpnext,Buying,Supplier Quotation,contact_person,link,Contact,frappe/Contacts
erpnext,Buying,Supplier Quotation,currency,link,Currency,frappe/Geo
erpnext,Buying,Supplier Quotation,buying_price_list,link,Price List,erpnext/Stock
erpnext,Buying,Supplier Quotation,price_list_currency,link,Currency,frappe/Geo
erpnext,Buying,Supplier Quotation,tax_category,link,Tax Category,erpnext/Accounts
erpnext,Buying,Supplier Quotation,shipping_rule,link,Shipping Rule,erpnext/Accounts
erpnext,Buying,Supplier Quotation,taxes_and_charges,link,Purchase Taxes and Charges Template,erpnext/Accounts
erpnext,Buying,Supplier Quotation,tc_name,link,Terms and Conditions,erpnext/Setup
erpnext,Buying,Supplier Quotation,select_print_heading,link,Print Heading,frappe/Printing
erpnext,Buying,Supplier Quotation,letter_head,link,Letter Head,frappe/Printing
erpnext,Buying,Supplier Quotation,auto_repeat,link,Auto Repeat,frappe/Automation
erpnext,Buying,Supplier Quotation,opportunity,link,Opportunity,erpnext/CRM
erpnext,Buying,Supplier Quotation,incoterm,link,Incoterm,erpnext/Setup
erpnext,Buying,Supplier Quotation,shipping_address,link,Address,frappe/Contacts
erpnext,Buying,Supplier Quotation,billing_address,link,Address,frappe/Contacts
erpnext,Buying,Supplier Quotation,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Buying,Supplier Quotation,project,link,Project,erpnext/Projects
erpnext,Buying,Supplier Quotation,items,child_table,Supplier Quotation Item,erpnext/Buying
erpnext,Buying,Supplier Quotation,pricing_rules,child_table,Pricing Rule Detail,erpnext/Accounts
erpnext,Buying,Supplier Quotation,taxes,child_table,Purchase Taxes and Charges,erpnext/Accounts
erpnext,Buying,Supplier Quotation,item_wise_tax_details,child_table,Item Wise Tax Detail,erpnext/Accounts
erpnext,Buying,Supplier Quotation Item,item_code,link,Item,erpnext/Stock
erpnext,Buying,Supplier Quotation Item,stock_uom,link,UOM,erpnext/Setup
erpnext,Buying,Supplier Quotation Item,uom,link,UOM,erpnext/Setup
erpnext,Buying,Supplier Quotation Item,weight_uom,link,UOM,erpnext/Setup
erpnext,Buying,Supplier Quotation Item,warehouse,link,Warehouse,erpnext/Stock
erpnext,Buying,Supplier Quotation Item,project,link,Project,erpnext/Projects
erpnext,Buying,Supplier Quotation Item,material_request,link,Material Request,erpnext/Stock
erpnext,Buying,Supplier Quotation Item,sales_order,link,Sales Order,erpnext/Selling
erpnext,Buying,Supplier Quotation Item,request_for_quotation,link,Request for Quotation,erpnext/Buying
erpnext,Buying,Supplier Quotation Item,item_tax_template,link,Item Tax Template,erpnext/Accounts
erpnext,Buying,Supplier Quotation Item,brand,link,Brand,erpnext/Setup
erpnext,Buying,Supplier Quotation Item,item_group,link,Item Group,erpnext/Setup
erpnext,Buying,Supplier Quotation Item,manufacturer,link,Manufacturer,erpnext/Stock
erpnext,Buying,Supplier Quotation Item,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Buying,Supplier Scorecard,supplier,link,Supplier,erpnext/Buying
erpnext,Buying,Supplier Scorecard,employee,link,Employee,erpnext/Setup
erpnext,Buying,Supplier Scorecard,standings,child_table,Supplier Scorecard Scoring Standing,erpnext/Buying
erpnext,Buying,Supplier Scorecard,criteria,child_table,Supplier Scorecard Scoring Criteria,erpnext/Buying
erpnext,Buying,Supplier Scorecard Period,supplier,link,Supplier,erpnext/Buying
erpnext,Buying,Supplier Scorecard Period,scorecard,link,Supplier Scorecard,erpnext/Buying
erpnext,Buying,Supplier Scorecard Period,amended_from,link,Supplier Scorecard Period,erpnext/Buying
erpnext,Buying,Supplier Scorecard Period,criteria,child_table,Supplier Scorecard Scoring Criteria,erpnext/Buying
erpnext,Buying,Supplier Scorecard Period,variables,child_table,Supplier Scorecard Scoring Variable,erpnext/Buying
erpnext,Buying,Supplier Scorecard Scoring Criteria,criteria_name,link,Supplier Scorecard Criteria,erpnext/Buying
erpnext,Buying,Supplier Scorecard Scoring Standing,standing_name,link,Supplier Scorecard Standing,erpnext/Buying
erpnext,Buying,Supplier Scorecard Scoring Standing,employee_link,link,Employee,erpnext/Setup
erpnext,Buying,Supplier Scorecard Scoring Variable,variable_label,link,Supplier Scorecard Variable,erpnext/Buying
erpnext,Buying,Supplier Scorecard Standing,employee_link,link,Employee,erpnext/Setup
erpnext,CRM,Appointment,calendar_event,link,Event,frappe/Desk
erpnext,CRM,Appointment,appointment_with,link,DocType,frappe/Core
erpnext,CRM,Appointment,party,dynamic_link,<appointment_with>,polymorphic
erpnext,CRM,Appointment Booking Settings,holiday_list,link,Holiday List,erpnext/Setup
erpnext,CRM,Appointment Booking Settings,availability_of_slots,child_table,Appointment Booking Slots,erpnext/CRM
erpnext,CRM,Appointment Booking Settings,agent_list,multiselect,Assignment Rule User,frappe/Automation
erpnext,CRM,CRM Note,added_by,link,User,frappe/Core
erpnext,CRM,CRM Settings,allowed_users,multiselect,Frappe CRM Allowed User,erpnext/CRM
erpnext,CRM,Campaign,campaign_schedules,child_table,Campaign Email Schedule,erpnext/CRM
erpnext,CRM,Campaign Email Schedule,email_template,link,Email Template,frappe/Email
erpnext,CRM,Competitor Detail,competitor,link,Competitor,erpnext/CRM
erpnext,CRM,Contract,party_user,link,User,frappe/Core
erpnext,CRM,Contract,contract_template,link,Contract Template,erpnext/CRM
erpnext,CRM,Contract,amended_from,link,Contract,erpnext/CRM
erpnext,CRM,Contract,signed_by_company,link,User,frappe/Core
erpnext,CRM,Contract,fulfilment_terms,child_table,Contract Fulfilment Checklist,erpnext/CRM
erpnext,CRM,Contract,party_name,dynamic_link,<party_type>,polymorphic
erpnext,CRM,Contract,document_name,dynamic_link,<document_type>,polymorphic
erpnext,CRM,Contract Fulfilment Checklist,amended_from,link,Contract Fulfilment Checklist,erpnext/CRM
erpnext,CRM,Contract Template,fulfilment_terms,child_table,Contract Template Fulfilment Terms,erpnext/CRM
erpnext,CRM,Email Campaign,campaign_name,link,Campaign,erpnext/CRM
erpnext,CRM,Email Campaign,sender,link,User,frappe/Core
erpnext,CRM,Email Campaign,recipient,dynamic_link,<email_campaign_for>,polymorphic
erpnext,CRM,Frappe CRM Allowed User,user,link,User,frappe/Core
erpnext,CRM,Lead,lead_owner,link,User,frappe/Core
erpnext,CRM,Lead,salutation,link,Salutation,frappe/Contacts
erpnext,CRM,Lead,gender,link,Gender,frappe/Contacts
erpnext,CRM,Lead,customer,link,Customer,erpnext/Selling
erpnext,CRM,Lead,market_segment,link,Market Segment,erpnext/CRM
erpnext,CRM,Lead,industry,link,Industry Type,erpnext/Selling
erpnext,CRM,Lead,company,link,Company,erpnext/Setup
erpnext,CRM,Lead,territory,link,Territory,erpnext/Setup
erpnext,CRM,Lead,language,link,Language,frappe/Core
erpnext,CRM,Lead,qualified_by,link,User,frappe/Core
erpnext,CRM,Lead,country,link,Country,frappe/Geo
erpnext,CRM,Lead,utm_source,link,UTM Source,frappe/Website
erpnext,CRM,Lead,utm_medium,link,UTM Medium,frappe/Website
erpnext,CRM,Lead,utm_campaign,link,UTM Campaign,frappe/Website
erpnext,CRM,Lead,notes,child_table,CRM Note,erpnext/CRM
erpnext,CRM,Lost Reason Detail,lost_reason,link,Opportunity Lost Reason,erpnext/CRM
erpnext,CRM,Opportunity,opportunity_from,link,DocType,frappe/Core
erpnext,CRM,Opportunity,opportunity_type,link,Opportunity Type,erpnext/CRM
erpnext,CRM,Opportunity,currency,link,Currency,frappe/Geo
erpnext,CRM,Opportunity,sales_stage,link,Sales Stage,erpnext/CRM
erpnext,CRM,Opportunity,customer_address,link,Address,frappe/Contacts
erpnext,CRM,Opportunity,territory,link,Territory,erpnext/Setup
erpnext,CRM,Opportunity,customer_group,link,Customer Group,erpnext/Setup
erpnext,CRM,Opportunity,contact_person,link,Contact,frappe/Contacts
erpnext,CRM,Opportunity,company,link,Company,erpnext/Setup
erpnext,CRM,Opportunity,amended_from,link,Opportunity,erpnext/CRM
erpnext,CRM,Opportunity,language,link,Language,frappe/Core
erpnext,CRM,Opportunity,industry,link,Industry Type,erpnext/Selling
erpnext,CRM,Opportunity,market_segment,link,Market Segment,erpnext/CRM
erpnext,CRM,Opportunity,opportunity_owner,link,User,frappe/Core
erpnext,CRM,Opportunity,country,link,Country,frappe/Geo
erpnext,CRM,Opportunity,utm_source,link,UTM Source,frappe/Website
erpnext,CRM,Opportunity,utm_campaign,link,UTM Campaign,frappe/Website
erpnext,CRM,Opportunity,utm_medium,link,UTM Medium,frappe/Website
erpnext,CRM,Opportunity,items,child_table,Opportunity Item,erpnext/CRM
erpnext,CRM,Opportunity,lost_reasons,multiselect,Opportunity Lost Reason Detail,erpnext/CRM
erpnext,CRM,Opportunity,competitors,multiselect,Competitor Detail,erpnext/CRM
erpnext,CRM,Opportunity,notes,child_table,CRM Note,erpnext/CRM
erpnext,CRM,Opportunity,party_name,dynamic_link,<opportunity_from>,polymorphic
erpnext,CRM,Opportunity Item,item_code,link,Item,erpnext/Stock
