app,module,from_doctype,fieldname,relation,to_doctype,to_origin
erpnext,Accounts,Account,company,link,Company,erpnext/Setup
erpnext,Accounts,Account,account_currency,link,Currency,frappe/Geo
erpnext,Accounts,Account,parent_account,link,Account,erpnext/Accounts
erpnext,Accounts,Account,account_category,link,Account Category,erpnext/Accounts
erpnext,Accounts,Account Closing Balance,account,link,Account,erpnext/Accounts
erpnext,Accounts,Account Closing Balance,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,Account Closing Balance,account_currency,link,Currency,frappe/Geo
erpnext,Accounts,Account Closing Balance,project,link,Project,erpnext/Projects
erpnext,Accounts,Account Closing Balance,company,link,Company,erpnext/Setup
erpnext,Accounts,Account Closing Balance,finance_book,link,Finance Book,erpnext/Accounts
erpnext,Accounts,Account Closing Balance,period_closing_voucher,link,Period Closing Voucher,erpnext/Accounts
erpnext,Accounts,Accounting Dimension,document_type,link,DocType,frappe/Core
erpnext,Accounts,Accounting Dimension,dimension_defaults,child_table,Accounting Dimension Detail,erpnext/Accounts
erpnext,Accounts,Accounting Dimension Detail,company,link,Company,erpnext/Setup
erpnext,Accounts,Accounting Dimension Detail,reference_document,link,DocType,frappe/Core
erpnext,Accounts,Accounting Dimension Detail,offsetting_account,link,Account,erpnext/Accounts
erpnext,Accounts,Accounting Dimension Detail,default_dimension,dynamic_link,<reference_document>,polymorphic
erpnext,Accounts,Accounting Dimension Filter,company,link,Company,erpnext/Setup
erpnext,Accounts,Accounting Dimension Filter,accounts,child_table,Applicable On Account,erpnext/Accounts
erpnext,Accounts,Accounting Dimension Filter,dimensions,child_table,Allowed Dimension,erpnext/Accounts
erpnext,Accounts,Accounting Period,company,link,Company,erpnext/Setup
erpnext,Accounts,Accounting Period,exempted_role,link,Role,frappe/Core
erpnext,Accounts,Accounting Period,closed_documents,child_table,Closed Document,erpnext/Accounts
erpnext,Accounts,Accounts Settings,credit_controller,link,Role,frappe/Core
erpnext,Accounts,Accounts Settings,role_allowed_to_over_bill,link,Role,frappe/Core
erpnext,Accounts,Accounts Settings,role_allowed_to_bypass_overdue_billing,link,Role,frappe/Core
erpnext,Accounts,Accounts Settings,role_to_override_stop_action,link,Role,frappe/Core
erpnext,Accounts,Accounts Settings,role_to_notify_on_depreciation_failure,link,Role,frappe/Core
erpnext,Accounts,Accounts Settings,repost_allowed_types,child_table,Repost Allowed Types,erpnext/Accounts
erpnext,Accounts,Advance Payment Ledger Entry,voucher_type,link,DocType,frappe/Core
erpnext,Accounts,Advance Payment Ledger Entry,against_voucher_type,link,DocType,frappe/Core
erpnext,Accounts,Advance Payment Ledger Entry,currency,link,Currency,frappe/Geo
erpnext,Accounts,Advance Payment Ledger Entry,company,link,Company,erpnext/Setup
erpnext,Accounts,Advance Payment Ledger Entry,voucher_no,dynamic_link,<voucher_type>,polymorphic
erpnext,Accounts,Advance Payment Ledger Entry,against_voucher_no,dynamic_link,<against_voucher_type>,polymorphic
erpnext,Accounts,Advance Taxes and Charges,account_head,link,Account,erpnext/Accounts
erpnext,Accounts,Advance Taxes and Charges,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,Advance Taxes and Charges,project,link,Project,erpnext/Projects
erpnext,Accounts,Advance Taxes and Charges,currency,link,Currency,frappe/Geo
erpnext,Accounts,Allowed Dimension,accounting_dimension,link,DocType,frappe/Core
erpnext,Accounts,Allowed Dimension,dimension_value,dynamic_link,<accounting_dimension>,polymorphic
erpnext,Accounts,Allowed To Transact With,company,link,Company,erpnext/Setup
erpnext,Accounts,Applicable On Account,applicable_on_account,link,Account,erpnext/Accounts
erpnext,Accounts,Bank,bank_transaction_mapping,child_table,Bank Transaction Mapping,erpnext/Accounts
erpnext,Accounts,Bank Account,account,link,Account,erpnext/Accounts
erpnext,Accounts,Bank Account,bank,link,Bank,erpnext/Accounts
erpnext,Accounts,Bank Account,account_type,link,Bank Account Type,erpnext/Accounts
erpnext,Accounts,Bank Account,account_subtype,link,Bank Account Subtype,erpnext/Accounts
erpnext,Accounts,Bank Account,company,link,Company,erpnext/Setup
erpnext,Accounts,Bank Account,party_type,link,DocType,frappe/Core
erpnext,Accounts,Bank Account,party,dynamic_link,<party_type>,polymorphic
erpnext,Accounts,Bank Account Balance,bank_account,link,Bank Account,erpnext/Accounts
erpnext,Accounts,Bank Account Balance,company,link,Company,erpnext/Setup
erpnext,Accounts,Bank Clearance,account,link,Account,erpnext/Accounts
erpnext,Accounts,Bank Clearance,account_currency,link,Currency,frappe/Geo
erpnext,Accounts,Bank Clearance,bank_account,link,Bank Account,erpnext/Accounts
erpnext,Accounts,Bank Clearance,payment_entries,child_table,Bank Clearance Detail,erpnext/Accounts
erpnext,Accounts,Bank Clearance Detail,payment_document,link,DocType,frappe/Core
erpnext,Accounts,Bank Clearance Detail,payment_entry,dynamic_link,<payment_document>,polymorphic
erpnext,Accounts,Bank Guarantee,reference_doctype,link,DocType,frappe/Core
erpnext,Accounts,Bank Guarantee,customer,link,Customer,erpnext/Selling
erpnext,Accounts,Bank Guarantee,supplier,link,Supplier,erpnext/Buying
erpnext,Accounts,Bank Guarantee,project,link,Project,erpnext/Projects
erpnext,Accounts,Bank Guarantee,bank,link,Bank,erpnext/Accounts
erpnext,Accounts,Bank Guarantee,bank_account,link,Bank Account,erpnext/Accounts
erpnext,Accounts,Bank Guarantee,account,link,Account,erpnext/Accounts
erpnext,Accounts,Bank Guarantee,amended_from,link,Bank Guarantee,erpnext/Accounts
erpnext,Accounts,Bank Guarantee,reference_docname,dynamic_link,<reference_doctype>,polymorphic
erpnext,Accounts,Bank Reconciliation Tool,company,link,Company,erpnext/Setup
erpnext,Accounts,Bank Reconciliation Tool,bank_account,link,Bank Account,erpnext/Accounts
erpnext,Accounts,Bank Reconciliation Tool,account_currency,link,Currency,frappe/Geo
erpnext,Accounts,Bank Statement Import,company,link,Company,erpnext/Setup
erpnext,Accounts,Bank Statement Import,bank_account,link,Bank Account,erpnext/Accounts
erpnext,Accounts,Bank Statement Import,bank,link,Bank,erpnext/Accounts
erpnext,Accounts,Bank Statement Import,reference_doctype,link,DocType,frappe/Core
erpnext,Accounts,Bank Statement Import Log,bank_account,link,Bank Account,erpnext/Accounts
erpnext,Accounts,Bank Statement Import Log,currency,link,Currency,frappe/Geo
erpnext,Accounts,Bank Statement Import Log,column_mapping,child_table,Bank Statement Import Log Column Map,erpnext/Accounts
erpnext,Accounts,Bank Transaction,bank_account,link,Bank Account,erpnext/Accounts
erpnext,Accounts,Bank Transaction,company,link,Company,erpnext/Setup
erpnext,Accounts,Bank Transaction,currency,link,Currency,frappe/Geo
erpnext,Accounts,Bank Transaction,amended_from,link,Bank Transaction,erpnext/Accounts
erpnext,Accounts,Bank Transaction,party_type,link,DocType,frappe/Core
erpnext,Accounts,Bank Transaction,matched_transaction_rule,link,Bank Transaction Rule,erpnext/Accounts
erpnext,Accounts,Bank Transaction,payment_entries,child_table,Bank Transaction Payments,erpnext/Accounts
erpnext,Accounts,Bank Transaction,party,dynamic_link,<party_type>,polymorphic
erpnext,Accounts,Bank Transaction Payments,payment_document,link,DocType,frappe/Core
erpnext,Accounts,Bank Transaction Payments,payment_entry,dynamic_link,<payment_document>,polymorphic
erpnext,Accounts,Bank Transaction Rule,account,link,Account,erpnext/Accounts
erpnext,Accounts,Bank Transaction Rule,party_type,link,DocType,frappe/Core
erpnext,Accounts,Bank Transaction Rule,company,link,Company,erpnext/Setup
erpnext,Accounts,Bank Transaction Rule,description_rules,child_table,Bank Transaction Rule Description Conditions,erpnext/Accounts
erpnext,Accounts,Bank Transaction Rule,accounts,child_table,Bank Transaction Rule Accounts,erpnext/Accounts
erpnext,Accounts,Bank Transaction Rule,party,dynamic_link,<party_type>,polymorphic
erpnext,Accounts,Bank Transaction Rule Accounts,account,link,Account,erpnext/Accounts
erpnext,Accounts,Bank Transaction Rule Accounts,party_type,link,Party Type,erpnext/Setup
erpnext,Accounts,Bank Transaction Rule Accounts,party,dynamic_link,<party_type>,polymorphic
erpnext,Accounts,Bisect Accounting Statements,current_node,link,Bisect Nodes,erpnext/Accounts
erpnext,Accounts,Bisect Accounting Statements,company,link,Company,erpnext/Setup
erpnext,Accounts,Bisect Nodes,root,link,Bisect Nodes,erpnext/Accounts
erpnext,Accounts,Bisect Nodes,left_child,link,Bisect Nodes,erpnext/Accounts
erpnext,Accounts,Bisect Nodes,right_child,link,Bisect Nodes,erpnext/Accounts
erpnext,Accounts,Budget,company,link,Company,erpnext/Setup
erpnext,Accounts,Budget,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,Budget,project,link,Project,erpnext/Projects
erpnext,Accounts,Budget,amended_from,link,Budget,erpnext/Accounts
erpnext,Accounts,Budget,account,link,Account,erpnext/Accounts
erpnext,Accounts,Budget,from_fiscal_year,link,Fiscal Year,erpnext/Accounts
erpnext,Accounts,Budget,to_fiscal_year,link,Fiscal Year,erpnext/Accounts
erpnext,Accounts,Budget,budget_distribution,child_table,Budget Distribution,erpnext/Accounts
erpnext,Accounts,Budget Account,account,link,Account,erpnext/Accounts
erpnext,Accounts,Campaign Item,campaign,link,UTM Campaign,frappe/Website
erpnext,Accounts,Cashier Closing,user,link,User,frappe/Core
erpnext,Accounts,Cashier Closing,amended_from,link,Cashier Closing,erpnext/Accounts
erpnext,Accounts,Cashier Closing,payments,child_table,Cashier Closing Payments,erpnext/Accounts
erpnext,Accounts,Cashier Closing Payments,mode_of_payment,link,Mode of Payment,erpnext/Accounts
erpnext,Accounts,Chart of Accounts Importer,company,link,Company,erpnext/Setup
erpnext,Accounts,Closed Document,document_type,link,DocType,frappe/Core
erpnext,Accounts,Cost Center,parent_cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,Cost Center,company,link,Company,erpnext/Setup
erpnext,Accounts,Cost Center,old_parent,link,Cost Center,erpnext/Accounts
erpnext,Accounts,Cost Center Allocation,main_cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,Cost Center Allocation,company,link,Company,erpnext/Setup
erpnext,Accounts,Cost Center Allocation,amended_from,link,Cost Center Allocation,erpnext/Accounts
erpnext,Accounts,Cost Center Allocation,allocation_percentages,child_table,Cost Center Allocation Percentage,erpnext/Accounts
erpnext,Accounts,Cost Center Allocation Percentage,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,Coupon Code,customer,link,Customer,erpnext/Selling
erpnext,Accounts,Coupon Code,pricing_rule,link,Pricing Rule,erpnext/Accounts
erpnext,Accounts,Coupon Code,amended_from,link,Coupon Code,erpnext/Accounts
erpnext,Accounts,Currency Exchange Settings,req_params,child_table,Currency Exchange Settings Details,erpnext/Accounts
erpnext,Accounts,Currency Exchange Settings,result_key,child_table,Currency Exchange Settings Result,erpnext/Accounts
erpnext,Accounts,Customer Group Item,customer_group,link,Customer Group,erpnext/Setup
erpnext,Accounts,Customer Item,customer,link,Customer,erpnext/Selling
erpnext,Accounts,Discounted Invoice,sales_invoice,link,Sales Invoice,erpnext/Accounts
erpnext,Accounts,Discounted Invoice,customer,link,Customer,erpnext/Selling
erpnext,Accounts,Discounted Invoice,debit_to,link,Account,erpnext/Accounts
erpnext,Accounts,Dunning,company,link,Company,erpnext/Setup
erpnext,Accounts,Dunning,dunning_type,link,Dunning Type,erpnext/Accounts
erpnext,Accounts,Dunning,language,link,Language,frappe/Core
erpnext,Accounts,Dunning,letter_head,link,Letter Head,frappe/Printing
erpnext,Accounts,Dunning,amended_from,link,Dunning,erpnext/Accounts
erpnext,Accounts,Dunning,customer,link,Customer,erpnext/Selling
erpnext,Accounts,Dunning,income_account,link,Account,erpnext/Accounts
erpnext,Accounts,Dunning,customer_address,link,Address,frappe/Contacts
erpnext,Accounts,Dunning,contact_person,link,Contact,frappe/Contacts
erpnext,Accounts,Dunning,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,Dunning,company_address,link,Address,frappe/Contacts
erpnext,Accounts,Dunning,currency,link,Currency,frappe/Geo
erpnext,Accounts,Dunning,overdue_payments,child_table,Overdue Payment,erpnext/Accounts
erpnext,Accounts,Dunning Letter Text,language,link,Language,frappe/Core
erpnext,Accounts,Dunning Type,income_account,link,Account,erpnext/Accounts
erpnext,Accounts,Dunning Type,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,Dunning Type,company,link,Company,erpnext/Setup
erpnext,Accounts,Dunning Type,dunning_letter_text,child_table,Dunning Letter Text,erpnext/Accounts
erpnext,Accounts,Exchange Rate Revaluation,company,link,Company,erpnext/Setup
erpnext,Accounts,Exchange Rate Revaluation,amended_from,link,Exchange Rate Revaluation,erpnext/Accounts
erpnext,Accounts,Exchange Rate Revaluation,accounts,child_table,Exchange Rate Revaluation Account,erpnext/Accounts
erpnext,Accounts,Exchange Rate Revaluation Account,account,link,Account,erpnext/Accounts
erpnext,Accounts,Exchange Rate Revaluation Account,party_type,link,DocType,frappe/Core
erpnext,Accounts,Exchange Rate Revaluation Account,account_currency,link,Currency,frappe/Geo
erpnext,Accounts,Exchange Rate Revaluation Account,party,dynamic_link,<party_type>,polymorphic
erpnext,Accounts,Financial Report Template,module,link,Module Def,frappe/Core
erpnext,Accounts,Financial Report Template,rows,child_table,Financial Report Row,erpnext/Accounts
erpnext,Accounts,Fiscal Year,companies,child_table,Fiscal Year Company,erpnext/Accounts
erpnext,Accounts,Fiscal Year Company,company,link,Company,erpnext/Setup
erpnext,Accounts,GL Entry,account,link,Account,erpnext/Accounts
erpnext,Accounts,GL Entry,party_type,link,DocType,frappe/Core
erpnext,Accounts,GL Entry,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,GL Entry,account_currency,link,Currency,frappe/Geo
erpnext,Accounts,GL Entry,against_voucher_type,link,DocType,frappe/Core
erpnext,Accounts,GL Entry,voucher_type,link,DocType,frappe/Core
erpnext,Accounts,GL Entry,project,link,Project,erpnext/Projects
erpnext,Accounts,GL Entry,fiscal_year,link,Fiscal Year,erpnext/Accounts
erpnext,Accounts,GL Entry,company,link,Company,erpnext/Setup
erpnext,Accounts,GL Entry,finance_book,link,Finance Book,erpnext/Accounts
erpnext,Accounts,GL Entry,transaction_currency,link,Currency,frappe/Geo
erpnext,Accounts,GL Entry,party,dynamic_link,<party_type>,polymorphic
erpnext,Accounts,GL Entry,against_voucher,dynamic_link,<against_voucher_type>,polymorphic
erpnext,Accounts,GL Entry,voucher_no,dynamic_link,<voucher_type>,polymorphic
erpnext,Accounts,Invoice Discounting,company,link,Company,erpnext/Setup
erpnext,Accounts,Invoice Discounting,short_term_loan,link,Account,erpnext/Accounts
erpnext,Accounts,Invoice Discounting,bank_account,link,Account,erpnext/Accounts
erpnext,Accounts,Invoice Discounting,bank_charges_account,link,Account,erpnext/Accounts
erpnext,Accounts,Invoice Discounting,accounts_receivable_credit,link,Account,erpnext/Accounts
erpnext,Accounts,Invoice Discounting,accounts_receivable_discounted,link,Account,erpnext/Accounts
erpnext,Accounts,Invoice Discounting,accounts_receivable_unpaid,link,Account,erpnext/Accounts
erpnext,Accounts,Invoice Discounting,amended_from,link,Invoice Discounting,erpnext/Accounts
erpnext,Accounts,Invoice Discounting,invoices,child_table,Discounted Invoice,erpnext/Accounts
erpnext,Accounts,Item Tax Template,company,link,Company,erpnext/Setup
erpnext,Accounts,Item Tax Template,taxes,child_table,Item Tax Template Detail,erpnext/Accounts
erpnext,Accounts,Item Tax Template Detail,tax_type,link,Account,erpnext/Accounts
erpnext,Accounts,Journal Entry,company,link,Company,erpnext/Setup
erpnext,Accounts,Journal Entry,finance_book,link,Finance Book,erpnext/Accounts
erpnext,Accounts,Journal Entry,total_amount_currency,link,Currency,frappe/Geo
erpnext,Accounts,Journal Entry,inter_company_journal_entry_reference,link,Journal Entry,erpnext/Accounts
erpnext,Accounts,Journal Entry,letter_head,link,Letter Head,frappe/Printing
erpnext,Accounts,Journal Entry,select_print_heading,link,Print Heading,frappe/Printing
erpnext,Accounts,Journal Entry,mode_of_payment,link,Mode of Payment,erpnext/Accounts
erpnext,Accounts,Journal Entry,payment_order,link,Payment Order,erpnext/Accounts
erpnext,Accounts,Journal Entry,stock_entry,link,Stock Entry,erpnext/Stock
erpnext,Accounts,Journal Entry,auto_repeat,link,Auto Repeat,frappe/Automation
erpnext,Accounts,Journal Entry,amended_from,link,Journal Entry,erpnext/Accounts
erpnext,Accounts,Journal Entry,from_template,link,Journal Entry Template,erpnext/Accounts
erpnext,Accounts,Journal Entry,tax_withholding_category,link,Tax Withholding Category,erpnext/Accounts
erpnext,Accounts,Journal Entry,reversal_of,link,Journal Entry,erpnext/Accounts
erpnext,Accounts,Journal Entry,process_deferred_accounting,link,Process Deferred Accounting,erpnext/Accounts
erpnext,Accounts,Journal Entry,periodic_entry_difference_account,link,Account,erpnext/Accounts
erpnext,Accounts,Journal Entry,stock_asset_account,link,Account,erpnext/Accounts
erpnext,Accounts,Journal Entry,tax_withholding_group,link,Tax Withholding Group,erpnext/Accounts
erpnext,Accounts,Journal Entry,accounts,child_table,Journal Entry Account,erpnext/Accounts
erpnext,Accounts,Journal Entry,tax_withholding_entries,child_table,Tax Withholding Entry,erpnext/Accounts
erpnext,Accounts,Journal Entry Account,account,link,Account,erpnext/Accounts
erpnext,Accounts,Journal Entry Account,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,Journal Entry Account,party_type,link,DocType,frappe/Core
erpnext,Accounts,Journal Entry Account,account_currency,link,Currency,frappe/Geo
erpnext,Accounts,Journal Entry Account,project,link,Project,erpnext/Projects
erpnext,Accounts,Journal Entry Account,bank_account,link,Bank Account,erpnext/Accounts
erpnext,Accounts,Journal Entry Account,advance_voucher_type,link,DocType,frappe/Core
erpnext,Accounts,Journal Entry Account,party,dynamic_link,<party_type>,polymorphic
erpnext,Accounts,Journal Entry Account,reference_name,dynamic_link,<reference_type>,polymorphic
erpnext,Accounts,Journal Entry Account,advance_voucher_no,dynamic_link,<advance_voucher_type>,polymorphic
erpnext,Accounts,Journal Entry Template,company,link,Company,erpnext/Setup
erpnext,Accounts,Journal Entry Template,accounts,child_table,Journal Entry Template Account,erpnext/Accounts
erpnext,Accounts,Journal Entry Template Account,account,link,Account,erpnext/Accounts
erpnext,Accounts,Journal Entry Template Account,party_type,link,DocType,frappe/Core
erpnext,Accounts,Journal Entry Template Account,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,Journal Entry Template Account,project,link,Project,erpnext/Projects
erpnext,Accounts,Journal Entry Template Account,party,dynamic_link,<party_type>,polymorphic
erpnext,Accounts,Ledger Health Monitor,companies,child_table,Ledger Health Monitor Company,erpnext/Accounts
erpnext,Accounts,Ledger Health Monitor Company,company,link,Company,erpnext/Setup
erpnext,Accounts,Ledger Merge,account,link,Account,erpnext/Accounts
erpnext,Accounts,Ledger Merge,company,link,Company,erpnext/Setup
erpnext,Accounts,Ledger Merge,merge_accounts,child_table,Ledger Merge Accounts,erpnext/Accounts
erpnext,Accounts,Ledger Merge Accounts,account,link,Account,erpnext/Accounts
erpnext,Accounts,Loyalty Point Entry,loyalty_program,link,Loyalty Program,erpnext/Accounts
erpnext,Accounts,Loyalty Point Entry,customer,link,Customer,erpnext/Selling
erpnext,Accounts,Loyalty Point Entry,redeem_against,link,Loyalty Point Entry,erpnext/Accounts
erpnext,Accounts,Loyalty Point Entry,company,link,Company,erpnext/Setup
erpnext,Accounts,Loyalty Point Entry,invoice_type,link,DocType,frappe/Core
erpnext,Accounts,Loyalty Point Entry,invoice,dynamic_link,<invoice_type>,polymorphic
erpnext,Accounts,Loyalty Program,customer_group,link,Customer Group,erpnext/Setup
erpnext,Accounts,Loyalty Program,customer_territory,link,Territory,erpnext/Setup
erpnext,Accounts,Loyalty Program,expense_account,link,Account,erpnext/Accounts
erpnext,Accounts,Loyalty Program,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,Loyalty Program,company,link,Company,erpnext/Setup
erpnext,Accounts,Loyalty Program,project,link,Project,erpnext/Projects
erpnext,Accounts,Loyalty Program,collection_rules,child_table,Loyalty Program Collection,erpnext/Accounts
erpnext,Accounts,Mode of Payment,accounts,child_table,Mode of Payment Account,erpnext/Accounts
erpnext,Accounts,Mode of Payment Account,company,link,Company,erpnext/Setup
erpnext,Accounts,Mode of Payment Account,default_account,link,Account,erpnext/Accounts
erpnext,Accounts,Monthly Distribution,fiscal_year,link,Fiscal Year,erpnext/Accounts
erpnext,Accounts,Monthly Distribution,percentages,child_table,Monthly Distribution Percentage,erpnext/Accounts
erpnext,Accounts,Opening Invoice Creation Tool,company,link,Company,erpnext/Setup
erpnext,Accounts,Opening Invoice Creation Tool,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,Opening Invoice Creation Tool,project,link,Project,erpnext/Projects
erpnext,Accounts,Opening Invoice Creation Tool,invoices,child_table,Opening Invoice Creation Tool Item,erpnext/Accounts
erpnext,Accounts,Opening Invoice Creation Tool Item,party_type,link,DocType,frappe/Core
erpnext,Accounts,Opening Invoice Creation Tool Item,temporary_opening_account,link,Account,erpnext/Accounts
erpnext,Accounts,Opening Invoice Creation Tool Item,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,Opening Invoice Creation Tool Item,project,link,Project,erpnext/Projects
erpnext,Accounts,Opening Invoice Creation Tool Item,party,dynamic_link,<party_type>,polymorphic
erpnext,Accounts,Overdue Payment,payment_term,link,Payment Term,erpnext/Accounts
erpnext,Accounts,Overdue Payment,mode_of_payment,link,Mode of Payment,erpnext/Accounts
erpnext,Accounts,Overdue Payment,sales_invoice,link,Sales Invoice,erpnext/Accounts
erpnext,Accounts,POS Closing Entry,company,link,Company,erpnext/Setup
erpnext,Accounts,POS Closing Entry,pos_profile,link,POS Profile,erpnext/Accounts
erpnext,Accounts,POS Closing Entry,user,link,User,frappe/Core
erpnext,Accounts,POS Closing Entry,amended_from,link,POS Closing Entry,erpnext/Accounts
erpnext,Accounts,POS Closing Entry,pos_opening_entry,link,POS Opening Entry,erpnext/Accounts
erpnext,Accounts,POS Closing Entry,payment_reconciliation,child_table,POS Closing Entry Detail,erpnext/Accounts
erpnext,Accounts,POS Closing Entry,taxes,child_table,POS Closing Entry Taxes,erpnext/Accounts
erpnext,Accounts,POS Closing Entry,pos_invoices,child_table,POS Invoice Reference,erpnext/Accounts
erpnext,Accounts,POS Closing Entry,sales_invoices,child_table,Sales Invoice Reference,erpnext/Accounts
erpnext,Accounts,POS Closing Entry Detail,mode_of_payment,link,Mode of Payment,erpnext/Accounts
erpnext,Accounts,POS Closing Entry Taxes,account_head,link,Account,erpnext/Accounts
erpnext,Accounts,POS Customer Group,customer_group,link,Customer Group,erpnext/Setup
erpnext,Accounts,POS Invoice,customer,link,Customer,erpnext/Selling
erpnext,Accounts,POS Invoice,pos_profile,link,POS Profile,erpnext/Accounts
erpnext,Accounts,POS Invoice,company,link,Company,erpnext/Setup
erpnext,Accounts,POS Invoice,amended_from,link,POS Invoice,erpnext/Accounts
erpnext,Accounts,POS Invoice,return_against,link,POS Invoice,erpnext/Accounts
erpnext,Accounts,POS Invoice,project,link,Project,erpnext/Projects
erpnext,Accounts,POS Invoice,cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,POS Invoice,customer_address,link,Address,frappe/Contacts
erpnext,Accounts,POS Invoice,contact_person,link,Contact,frappe/Contacts
erpnext,Accounts,POS Invoice,territory,link,Territory,erpnext/Setup
erpnext,Accounts,POS Invoice,shipping_address_name,link,Address,frappe/Contacts
erpnext,Accounts,POS Invoice,company_address,link,Address,frappe/Contacts
erpnext,Accounts,POS Invoice,currency,link,Currency,frappe/Geo
erpnext,Accounts,POS Invoice,selling_price_list,link,Price List,erpnext/Stock
erpnext,Accounts,POS Invoice,price_list_currency,link,Currency,frappe/Geo
erpnext,Accounts,POS Invoice,set_warehouse,link,Warehouse,erpnext/Stock
erpnext,Accounts,POS Invoice,taxes_and_charges,link,Sales Taxes and Charges Template,erpnext/Accounts
erpnext,Accounts,POS Invoice,shipping_rule,link,Shipping Rule,erpnext/Accounts
erpnext,Accounts,POS Invoice,tax_category,link,Tax Category,erpnext/Accounts
erpnext,Accounts,POS Invoice,loyalty_program,link,Loyalty Program,erpnext/Accounts
erpnext,Accounts,POS Invoice,loyalty_redemption_account,link,Account,erpnext/Accounts
erpnext,Accounts,POS Invoice,loyalty_redemption_cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,POS Invoice,payment_terms_template,link,Payment Terms Template,erpnext/Accounts
erpnext,Accounts,POS Invoice,cash_bank_account,link,Account,erpnext/Accounts
erpnext,Accounts,POS Invoice,account_for_change_amount,link,Account,erpnext/Accounts
erpnext,Accounts,POS Invoice,write_off_account,link,Account,erpnext/Accounts
erpnext,Accounts,POS Invoice,write_off_cost_center,link,Cost Center,erpnext/Accounts
erpnext,Accounts,POS Invoice,tc_name,link,Terms and Conditions,erpnext/Setup
erpnext,Accounts,POS Invoice,letter_head,link,Letter Head,frappe/Printing
erpnext,Accounts,POS Invoice,select_print_heading,link,Print Heading,frappe/Printing
erpnext,Accounts,POS Invoice,inter_company_invoice_reference,link,Purchase Invoice,erpnext/Accounts
erpnext,Accounts,POS Invoice,customer_group,link,Customer Group,erpnext/Setup
erpnext,Accounts,POS Invoice,debit_to,link,Account,erpnext/Accounts
erpnext,Accounts,POS Invoice,party_account_currency,link,Currency,frappe/Geo
erpnext,Accounts,POS Invoice,sales_partner,link,Sales Partner,erpnext/Setup
erpnext,Accounts,POS Invoice,auto_repeat,link,Auto Repeat,frappe/Automation
erpnext,Accounts,POS Invoice,consolidated_invoice,link,Sales Invoice,erpnext/Accounts
erpnext,Accounts,POS Invoice,coupon_code,link,Coupon Code,erpnext/Accounts
erpnext,Accounts,POS Invoice,utm_medium,link,UTM Medium,frappe/Website
erpnext,Accounts,POS Invoice,utm_campaign,link,UTM Campaign,frappe/Website
erpnext,Accounts,POS Invoice,utm_source,link,UTM Source,frappe/Website
erpnext,Accounts,POS Invoice,company_contact_person,link,Contact,frappe/Contacts
erpnext,Accounts,POS Invoice,items,child_table,POS Invoice Item,erpnext/Accounts
erpnext,Accounts,POS Invoice,pricing_rules,child_table,Pricing Rule Detail,erpnext/Accounts
erpnext,Accounts,POS Invoice,packed_items,child_table,Packed Item,erpnext/Stock
erpnext,Accounts,POS Invoice,timesheets,child_table,Sales Invoice Timesheet,erpnext/Accounts
erpnext,Accounts,POS Invoice,taxes,child_table,Sales Taxes and Charges,erpnext/Accounts
erpnext,Accounts,POS Invoice,advances,child_table,Sales Invoice Advance,erpnext/Accounts
erpnext,Accounts,POS Invoice,payment_schedule,child_table,Payment Schedule,erpnext/Accounts
erpnext,Accounts,POS Invoice,payments,child_table,Sales Invoice Payment,erpnext/Accounts
erpnext,Accounts,POS Invoice,sales_team,child_table,Sales Team,erpnext/Selling
erpnext,Accounts,POS Invoice,item_wise_tax_details,child_table,Item Wise Tax Detail,erpnext/Accounts
erpnext,Accounts,POS Invoice Item,item_code,link,Item,erpnext/Stock
erpnext,Accounts,POS Invoice Item,product_bundle,link,Product Bundle,erpnext/Selling
erpnext,Accounts,POS Invoice Item,item_group,link,Item Group,erpnext/Setup
erpnext,Accounts,POS Invoice Item,stock_uom,link,UOM,erpnext/Setup
erpnext,Accounts,POS Invoice Item,uom,link,UOM,erpnext/Setup
erpnext,Accounts,POS Invoice Item,item_tax_template,link,Item Tax Template,erpnext/Accounts
erpnext,Accounts,POS Invoice Item,income_account,link,Account,erpnext/Accounts
erpnext,Accounts,POS Invoice Item,asset,link,Asset,erpnext/Assets
erpnext,Accounts,POS Invoice Item,finance_book,link,Finance Book,erpnext/Accounts
erpnext,Accounts,POS Invoice Item,expense_account,link,Account,erpnext/Accounts
erpnext,Accounts,POS Invoice Item,deferred_revenue_account,link,Account,erpnext/Accounts
